column1,column2,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12,column13,column14,column15,column16,column17,column18,column19,column20
35,3,93,71,12,4,2,4,3,2,5,2,0,2,0,4,0,1,2,2
55,0,37,0,12,2,3,0,0,3,0,0,3,1,0,0,1,0,2,0
35,3,81,66,13,2,3,3,2,1,4,2,1,0,0,0,2,3,0,3
39,5,79,75,4,4,1,4,2,1,4,3,4,4,0,1,4,2,2,3
53,4,93,71,12,3,2,3,2,0,1,2,0,0,1,4,1,3,1,3
72,3,36,7,10,0,3,0,1,1,1,2,4,0,1,0,2,4,3,2
85,5,71,19,5,0,2,3,3,3,5,2,4,4,2,2,3,2,4,1
0,2,68,31,11,4,3,0,3,1,0,0,2,0,1,3,1,0,0,0
67,1,52,85,13,4,0,4,1,2,2,4,3,2,3,4,2,2,0,4
69,2,37,39,11,1,2,0,0,4,2,4,2,0,2,4,0,0,2,3
54,5,45,4,16,3,1,2,3,0,0,2,3,4,3,4,0,4,0,3
2,3,3,1,16,4,1,1,0,1,4,3,2,2,1,2,4,4,4,4
8,0,83,27,18,1,2,1,3,4,0,2,2,0,0,4,3,2,0,2
93,5,95,77,4,2,3,3,1,1,0,1,3,0,4,3,0,0,3,4
43,4,33,0,4,0,1,2,1,0,0,1,2,3,1,2,4,1,2,3
17,2,16,76,18,3,0,4,1,3,3,1,2,4,4,4,0,4,2,1
39,5,3,80,4,2,3,3,1,2,5,3,1,4,0,3,0,4,3,4
67,1,53,1,14,3,1,0,1,2,4,0,1,3,3,4,0,4,4,1
85,5,40,3,18,0,1,4,1,2,2,1,3,4,0,1,0,0,3,3
99,2,79,75,5,0,2,3,0,1,0,0,3,4,1,2,3,2,2,4
69,2,84,41,18,4,3,3,3,3,5,0,0,4,3,3,1,0,1,2
51,1,89,26,7,0,0,2,0,3,0,0,2,0,3,0,0,0,0,3
40,6,85,22,5,1,0,1,0,2,0,2,0,1,3,4,2,1,1,3
84,3,96,47,17,3,0,3,3,3,5,4,1,2,2,0,2,4,4,1
5,1,69,49,2,4,2,0,0,3,0,0,3,3,3,1,2,0,2,2
95,4,84,41,8,0,0,2,3,1,5,4,3,0,4,4,2,3,1,0
9,0,95,77,7,2,2,3,3,1,3,1,1,3,1,2,0,1,3,2
34,0,3,80,12,3,2,1,1,2,3,1,1,0,1,1,0,3,1,2
85,2,4,59,6,4,0,3,2,4,4,2,0,4,4,0,3,2,0,4
34,0,89,2,13,0,1,0,1,0,3,1,1,0,0,4,4,1,1,1
89,4,63,34,1,3,1,2,3,4,2,1,4,0,0,4,0,1,0,2
0,2,41,89,18,4,3,1,1,4,5,2,1,4,4,3,2,4,1,0
88,2,6,68,7,1,3,4,1,4,4,0,0,3,4,3,1,0,2,4
89,4,88,60,18,2,2,0,3,2,2,4,2,2,1,1,3,4,0,0
0,2,25,6,14,2,3,2,0,4,1,2,4,0,0,3,1,1,3,2
92,3,63,34,18,2,2,4,3,1,4,2,0,0,0,2,0,2,1,2
44,1,83,27,5,3,1,4,1,4,4,4,1,0,0,2,4,0,0,3
28,6,31,91,8,0,0,1,1,2,3,0,2,1,3,4,0,4,0,1
95,4,72,72,2,1,0,2,1,4,5,4,1,1,1,4,0,0,4,1
10,5,90,2,12,2,3,4,2,2,2,1,2,0,0,3,2,0,1,0
6,0,3,80,1,3,1,2,0,4,1,2,4,2,1,2,4,4,0,4
36,2,2,37,8,3,2,2,2,4,4,3,1,4,3,1,4,0,0,0
43,4,70,48,0,4,1,4,2,4,3,0,1,1,4,2,4,1,2,2
89,4,41,89,16,1,1,0,3,3,3,1,2,0,0,0,0,1,0,1
20,2,1,63,7,0,2,2,2,0,3,0,2,4,4,1,3,2,0,1
32,2,24,17,9,4,1,3,1,1,0,2,3,4,4,1,4,2,2,2
95,4,95,1,7,1,3,2,1,4,5,3,0,1,0,3,1,0,1,0
78,0,7,79,17,2,0,2,2,1,0,1,3,0,1,4,0,1,0,0
14,5,45,4,18,4,3,4,3,4,3,1,2,4,0,3,2,3,1,1
95,4,5,5,8,4,1,2,2,1,0,0,3,1,2,4,4,1,1,3
96,1,47,54,0,4,1,1,1,2,3,1,1,2,0,3,0,3,2,2
34,0,98,58,13,4,0,2,0,2,2,0,3,2,0,0,0,0,4,1
85,5,1,63,14,2,3,2,0,3,0,0,2,2,0,0,2,4,1,1
21,4,84,41,3,1,3,2,0,0,0,2,3,2,0,2,2,3,0,0
1,6,10,82,18,0,1,1,2,2,1,2,0,4,4,4,0,0,1,0
55,0,96,47,8,0,0,2,1,3,5,4,1,3,0,4,2,4,0,1
13,2,66,90,10,2,0,3,3,4,1,2,4,4,4,4,1,4,0,0
53,4,39,88,1,0,2,3,1,0,1,1,2,2,2,1,3,4,2,1
52,6,19,57,13,4,0,0,0,1,1,0,3,1,4,0,2,1,1,1
44,1,16,76,12,3,2,3,3,4,1,0,4,3,3,1,3,4,0,2
11,1,54,43,16,1,0,2,3,2,1,2,4,2,3,4,0,0,3,2
45,3,7,0,12,4,2,4,2,4,3,1,1,2,1,2,3,0,2,0
89,4,91,4,18,4,3,4,0,4,1,2,4,2,0,3,0,3,0,2
45,2,16,76,6,0,2,1,3,4,3,1,2,3,4,1,0,0,1,2
18,1,29,28,7,4,0,4,2,4,3,0,1,3,0,4,1,1,2,4
28,6,74,13,12,3,2,2,3,4,2,4,3,3,0,4,2,3,1,1
91,2,2,37,1,4,1,2,2,2,2,4,3,1,4,4,0,0,3,1
91,2,41,89,12,3,2,4,3,1,4,2,2,1,3,1,0,4,4,1
85,5,31,91,18,1,2,4,0,0,0,2,2,4,4,1,0,3,3,2
12,6,44,29,17,2,0,0,3,4,0,2,3,3,0,0,0,4,1,1
86,6,99,69,15,0,2,3,1,3,3,1,1,4,3,1,3,4,2,4
69,2,24,17,16,3,1,1,0,2,0,0,4,0,4,4,4,2,3,1
39,5,97,65,11,3,0,3,2,2,0,2,2,3,0,4,0,2,3,1
53,4,8,24,11,4,3,2,2,3,4,3,2,1,0,0,2,4,1,0
68,3,50,14,7,4,2,2,0,4,1,2,4,3,2,4,3,2,1,2
25,3,70,48,4,0,0,3,2,0,1,0,2,0,2,3,2,1,1,3
1,6,45,4,2,3,0,4,0,2,4,3,0,4,3,4,1,3,4,2
92,3,74,13,17,4,3,1,1,0,2,4,2,2,2,3,1,4,2,0
56,5,70,0,17,4,0,4,2,2,2,4,3,0,2,0,2,0,0,1
60,4,96,47,12,4,2,1,3,0,4,1,1,0,1,4,3,4,0,0
74,1,82,0,1,1,0,1,1,2,3,0,2,1,0,4,0,0,2,1
8,4,14,16,13,2,3,3,3,2,1,0,1,2,1,0,2,1,2,4
56,5,27,25,1,1,0,1,2,2,1,2,4,3,0,4,2,3,3,2
6,0,70,48,12,2,3,4,0,2,4,0,0,0,1,3,4,2,2,2
54,5,25,6,16,1,0,4,3,1,4,0,2,3,0,0,0,2,2,2
7,3,19,57,18,3,0,3,1,3,3,0,1,0,2,1,0,1,1,0
86,6,33,15,8,2,1,2,2,3,4,2,0,2,0,2,4,3,3,4
71,6,94,61,16,3,1,2,3,2,1,2,1,2,0,2,0,2,4,0
46,0,94,61,5,4,3,0,3,3,3,0,2,0,0,0,1,4,4,2
59,1,7,79,8,2,1,3,1,1,0,2,3,0,3,2,4,3,0,4
97,0,63,34,4,0,0,2,1,1,5,2,1,0,0,1,0,2,1,4
85,5,96,47,13,1,0,2,1,2,3,1,3,0,0,0,0,0,0,3
53,4,3,80,1,0,2,2,2,0,2,4,3,0,2,1,3,4,3,2
0,2,79,75,1,1,0,1,1,0,2,4,3,0,4,0,0,0,2,1
90,1,92,99,12,3,2,2,1,3,1,2,0,3,3,4,3,0,3,3
54,5,54,43,2,4,2,3,3,4,1,1,4,2,0,0,3,1,2,3
87,0,86,1,8,2,3,1,2,4,5,3,1,0,0,3,2,3,4,4
92,3,39,88,8,4,1,2,0,0,0,0,1,0,1,2,0,2,4,1
39,5,58,93,10,4,2,2,1,2,3,0,2,0,2,2,0,1,2,3
7,3,12,38,14,4,0,1,1,4,5,3,1,0,1,4,2,3,0,2
96,1,19,57,9,2,2,3,2,4,4,3,0,3,0,1,3,4,3,1
87,0,95,77,5,3,1,3,3,2,1,0,4,0,0,2,4,4,2,1
26,6,81,66,12,2,3,0,2,0,5,1,0,1,1,3,1,0,4,0
51,1,45,4,18,3,0,1,0,1,4,3,3,2,0,4,0,3,0,4
91,2,98,58,16,0,2,3,1,4,2,0,3,4,4,1,2,0,2,3
53,4,79,75,12,2,3,4,1,1,0,2,2,1,0,3,3,4,2,0
39,5,65,20,7,2,2,3,3,0,2,4,0,4,0,4,3,2,0,2
66,4,78,2,13,3,3,4,2,4,3,1,3,1,1,3,1,0,1,0
37,0,63,34,10,3,1,1,0,2,0,2,3,0,2,2,4,0,1,4
46,0,58,93,14,2,3,2,0,4,1,0,0,4,0,3,2,1,2,2
66,4,89,26,18,3,0,4,0,1,2,4,3,2,1,4,2,3,0,3
53,3,51,30,10,3,1,4,0,0,0,0,3,0,1,2,0,1,1,0
73,2,91,53,16,2,3,4,0,4,1,0,2,0,4,3,2,0,3,2
1,6,46,94,12,3,2,3,3,1,3,1,2,1,0,2,0,0,0,0
64,0,87,86,5,3,1,4,3,2,5,4,3,0,1,1,0,0,0,0
4,4,39,88,7,1,3,4,2,1,4,2,4,0,1,0,2,2,2,0
84,3,16,76,3,1,3,0,0,1,1,0,3,0,2,3,2,0,2,0
55,0,45,4,0,0,0,4,3,3,2,4,2,2,0,0,2,1,1,3
88,2,23,67,16,4,1,2,3,3,3,0,2,4,3,1,4,0,0,1
39,1,75,46,18,4,0,4,1,3,3,1,2,3,1,3,1,4,3,3
34,0,56,95,10,2,0,4,3,1,4,3,4,1,1,0,0,0,2,1
92,3,54,43,5,3,3,1,0,4,1,2,0,0,2,3,0,3,3,3
22,0,50,14,10,2,0,1,2,2,1,2,4,0,1,0,0,2,2,1
13,2,30,62,17,2,0,4,0,1,2,2,3,0,3,4,1,0,3,0
92,3,13,64,18,4,3,2,2,0,3,1,2,0,2,3,1,4,1,2
26,6,28,12,5,4,3,2,3,4,2,4,3,2,3,3,1,1,0,3
63,6,39,88,12,4,2,1,3,4,3,0,1,2,3,4,1,3,2,2
28,6,85,22,12,2,3,4,2,1,4,3,1,1,3,3,0,4,0,3
92,3,39,88,14,3,1,4,3,1,1,2,3,0,2,4,0,3,4,0
2,3,12,38,18,4,3,3,1,1,0,2,3,2,2,0,2,3,1,3
85,5,13,64,7,4,0,4,3,1,4,0,2,2,2,4,0,4,0,2
77,6,13,64,15,4,1,1,3,3,1,2,4,2,3,4,4,3,0,1
77,6,17,44,0,4,1,1,3,2,2,4,3,1,4,1,4,1,1,4
49,2,60,1,16,0,2,2,1,0,0,2,2,4,3,1,3,4,4,4
73,3,27,25,0,3,1,1,0,4,1,0,0,0,2,2,4,1,3,4
40,6,26,36,16,2,3,3,3,1,3,0,3,1,1,3,1,1,4,3
49,2,8,24,10,2,0,0,3,2,2,0,1,0,4,0,0,4,1,4
80,1,11,1,16,3,1,3,3,3,5,1,1,3,0,2,0,4,1,0
97,0,26,36,8,2,1,1,2,3,3,0,1,1,1,2,4,0,0,2
34,1,29,28,4,1,2,2,1,1,5,1,0,3,1,2,0,1,2,0
48,6,29,28,8,3,2,3,2,1,4,0,0,1,3,0,3,0,1,0
44,1,80,0,7,4,0,4,1,2,2,1,3,3,3,4,1,0,2,1
86,6,97,65,12,4,2,3,2,2,0,2,0,1,3,1,1,1,3,4
86,6,51,30,18,0,1,0,3,4,5,4,0,2,3,2,4,1,3,0
44,1,41,89,14,3,1,4,1,1,0,0,2,3,1,4,4,1,1,3
19,3,7,79,18,1,2,1,2,3,3,0,2,2,0,2,3,0,3,1
56,5,86,9,12,2,3,1,3,2,2,0,2,4,0,3,0,0,4,3
34,0,87,86,0,4,1,4,1,4,4,2,0,2,1,1,0,0,2,0
13,2,96,47,14,2,3,4,1,1,0,0,3,4,4,3,2,4,4,4
77,6,74,13,6,4,0,3,1,3,3,2,1,3,3,0,0,0,0,1
64,0,87,86,4,2,3,2,3,0,0,0,3,0,0,0,2,2,1,4
98,1,25,6,7,3,1,1,0,2,0,0,3,3,3,4,4,0,2,4
75,1,90,50,18,2,2,4,1,3,3,0,2,3,1,1,0,4,0,2
78,0,22,23,5,4,0,0,3,4,5,4,1,3,0,4,2,4,3,2
86,6,32,92,18,3,0,0,0,0,4,2,1,2,3,4,0,4,0,2
13,2,13,64,5,1,0,1,1,0,2,1,2,4,4,4,0,1,1,0
30,3,66,0,12,1,0,3,1,1,4,4,1,0,2,4,3,4,2,2
96,2,58,93,9,3,2,2,0,2,2,1,2,3,1,1,3,2,4,2
86,6,33,15,7,4,0,2,1,4,5,3,1,2,4,0,2,3,1,3
20,0,33,15,11,0,3,2,2,2,2,2,2,1,1,3,1,2,1,2
14,0,47,54,8,0,0,0,0,4,2,1,3,2,0,4,2,3,1,3
52,0,14,0,12,4,2,3,1,3,3,0,1,0,0,4,0,0,2,3
65,5,89,26,5,0,0,4,1,2,2,2,2,3,4,4,0,0,2,4
43,4,2,37,18,4,3,2,0,2,2,0,2,1,1,3,2,4,3,4
7,3,1,63,12,4,2,2,3,0,0,0,2,2,2,1,0,2,0,2
4,4,44,29,9,1,0,2,1,4,5,1,0,1,1,0,0,4,3,3
78,0,57,51,13,4,0,2,2,3,4,2,0,0,3,0,2,0,0,2
43,4,82,83,8,3,2,4,0,4,1,2,2,0,1,1,1,0,2,0
1,6,69,1,17,4,3,1,0,2,0,2,3,1,3,0,2,4,1,2
66,4,16,76,12,0,1,4,0,2,4,3,2,1,0,4,0,0,1,2
59,3,21,1,12,4,2,3,0,4,3,0,1,2,2,2,3,4,2,3
13,2,54,2,14,3,1,1,2,0,0,0,3,0,4,2,4,1,1,3
71,6,38,42,15,4,1,4,3,4,3,1,1,2,3,0,4,1,1,2
45,2,0,84,11,0,3,0,3,4,5,0,1,4,4,3,2,3,4,0
92,3,14,16,8,3,2,1,2,0,0,0,4,0,0,2,3,2,2,3
69,2,64,35,5,1,1,1,2,3,3,0,1,4,4,2,0,1,4,1
25,3,25,1,15,4,1,3,3,0,1,2,4,2,2,2,0,0,4,0
2,3,37,39,3,3,2,3,1,4,0,0,2,2,2,1,1,3,1,2
64,0,50,14,13,0,1,2,1,4,5,4,1,0,0,2,4,2,1,0
21,4,13,64,14,3,0,2,2,4,4,2,0,1,1,0,2,3,1,1
91,2,40,3,12,2,3,3,1,1,0,2,2,0,4,0,0,2,3,0
10,5,81,66,18,4,3,0,2,3,4,3,4,4,2,2,2,1,0,3
28,6,59,78,8,3,2,2,2,4,4,3,1,3,3,0,0,0,3,0
39,5,8,0,9,0,3,3,2,2,0,2,3,4,0,0,0,0,0,0
74,1,47,54,8,4,1,3,0,1,5,1,3,2,0,2,4,1,0,2
99,2,59,78,17,2,0,2,1,4,5,3,1,0,4,4,2,0,3,0
54,3,74,13,1,2,3,2,3,4,2,1,2,0,2,0,2,3,4,3
2,3,63,34,15,0,2,1,3,4,3,1,2,2,2,0,4,2,1,1
37,1,36,7,4,4,1,2,2,2,2,4,2,0,3,2,4,0,0,1
67,1,87,86,18,2,2,3,1,3,3,1,1,2,3,0,3,0,0,0
95,4,19,57,8,4,1,2,3,4,2,0,2,0,1,2,0,1,3,2
60,0,8,24,18,1,2,1,3,1,0,2,2,4,0,4,3,0,1,1
87,0,60,10,10,4,2,4,0,4,1,2,4,0,0,1,3,4,0,2
67,1,95,77,16,4,1,3,3,0,2,4,3,3,3,1,4,2,1,0
46,0,3,80,13,4,0,0,3,1,0,1,2,1,0,0,0,3,0,4
54,5,35,87,11,2,1,1,2,4,5,4,1,0,4,2,4,1,2,4
49,2,61,74,10,2,0,0,3,2,2,4,1,0,1,4,0,0,2,4
1,6,70,48,10,0,3,3,1,0,1,0,4,2,0,3,0,1,2,4
19,3,51,30,17,0,3,1,1,0,2,2,3,0,2,0,1,1,2,3
33,1,24,17,18,4,3,0,0,2,5,3,1,0,1,0,3,0,2,0
43,4,17,44,3,4,0,3,1,2,5,4,1,1,0,4,2,2,0,4
64,0,40,3,12,1,0,4,3,1,4,3,1,1,1,4,0,0,0,1
64,0,61,74,3,2,1,1,0,4,1,1,0,0,2,1,4,2,2,1
22,0,39,88,7,4,0,3,1,2,1,0,2,0,1,0,0,2,3,0
13,2,36,7,9,4,0,1,3,2,2,0,2,1,4,4,2,0,3,0
12,6,34,45,4,4,1,2,3,1,5,3,0,1,0,2,4,1,4,4
65,5,38,42,1,3,1,4,0,3,3,0,1,4,0,0,0,0,4,2
20,6,8,24,8,4,1,1,3,1,5,1,3,1,1,2,0,4,1,2
