lhs,rhs
344,53
752,130
441,23
43,129
1340,74
1717,112
1208,14
1720,28
497,22
545,47
1251,131
9,97
35,148
1318,157
1671,119
572,93
213,4
652,132
583,102
37,114
1623,4
795,75
0,163
978,11
130,29
1707,6
132,98
977,97
1238,154
621,9
0,163
88,52
326,132
0,163
75,3
999,54
336,157
658,41
400,23
187,127
1503,120
1419,49
166,76
356,164
972,38
274,14
1742,40
104,39
477,10
36,137
324,87
515,147
842,92
515,147
342,73
77,105
88,52
495,45
927,153
62,22
30,114
1720,28
209,30
596,11
377,3
517,123
1129,58
1182,57
6,13
489,150
138,156
196,18
15,53
154,80
726,71
174,149
192,36
1702,12
751,54
276,23
2,60
167,102
1648,76
779,80
1057,81
194,37
523,140
1466,78
115,14
1376,77
743,136
138,156
254,8
623,75
1703,57
220,139
3,67
872,8
40,96
59,58
1675,105
468,3
6,13
159,6
724,165
1476,94
91,9
162,143
100,47
2,60
202,48
1286,59
319,20
101,56
661,8
6,13
607,0
229,12
328,55
1393,110
277,26
106,42
50,4
28,107
44,46
856,130
285,136
800,159
1738,125
59,58
37,114
66,28
1024,42
612,113
528,57
739,108
706,4
732,44
19,51
561,143
6,13
11,77
1559,83
9,97
2,60
993,13
187,127
1155,81
1463,86
1183,148
1,88
715,62
1278,47
619,13
999,54
570,16
1029,21
633,26
755,77
34,26
1537,24
28,107
67,9
1441,10
61,68
52,61
601,49
1452,8
0,163
0,163
76,16
782,119
1,88
179,54
723,3
10,109
217,84
255,101
473,3
156,60
489,150
9,97
248,89
455,146
1148,27
23,58
639,6
718,10
735,37
3,67
14,4
5,133
120,127
194,37
54,126
797,43
15,53
814,148
1535,135
613,9
164,150
1259,164
1068,140
1667,20
3,67
162,143
1360,88
727,0
780,57
1458,48
687,128
89,71
1294,157
42,38
147,16
9,97
341,32
878,109
1600,21
399,39
59,58
585,67
577,85
330,161
1441,10
1096,42
757,81
652,132
1182,57
60,24
59,58
301,10
178,100
917,42
689,86
21,1
102,64
174,149
535,23
260,31
557,46
22,110
96,54
7,125
1080,15
574,93
16,123
230,9
291,13
172,53
245,11
1290,75
1003,41
1047,91
43,65
376,164
166,76
107,1
334,145
564,154
469,55
25,62
543,17
401,92
53,9
247,138
1119,26
1443,54
784,10
1099,32
1271,7
1247,7
1417,33
870,7
143,25
155,145
25,62
1046,42
21,1
853,132
1303,117
146,143
620,105
0,163
1487,83
0,163
1092,145
1400,57
99,69
187,127
1507,2
1740,155
1330,3
201,15
918,50
524,11
1140,88
888,115
16,123
559,125
1376,77
1034,113
7,125
114,97
8,164
1258,142
16,123
897,131
559,125
414,115
4,36
1182,57
758,86
1170,111
1227,43
286,30
11,77
116,125
927,153
912,14
702,77
213,4
649,17
28,107
1646,26
1249,58
861,42
1725,165
1468,132
215,4
429,22
24,50
8,164
1393,110
185,100
0,163
753,13
186,131
120,127
1558,95
4,36
1412,1
20,50
108,12
725,92
0,163
297,129
43,65
45,69
188,4
912,14
0,163
25,62
341,32
423,41
2,60
2,60
265,158
703,69
75,3
0,163
627,117
2,60
18,21
67,9
468,3
27,157
77,105
1159,108
40,96
1166,48
633,26
31,84
163,103
1689,87
1,88
75,3
618,137
19,51
909,54
357,61
16,123
747,21
124,158
224,143
608,40
793,33
289,105
166,76
0,163
237,119
768,62
92,137
787,47
1398,91
27,157
1,88
1089,19
37,114
1634,64
188,4
605,45
644,142
22,110
468,3
19,51
1721,28
31,84
782,119
141,21
1186,30
1264,130
792,23
1255,9
1578,55
533,98
1197,20
1715,91
274,14
11,77
9,97
402,155
925,16
110,54
1465,89
240,33
64,63
30,114
1,88
803,4
440,44
782,119
4,36
1728,117
398,52
350,17
276,23
1061,44
1296,2
213,4
53,9
3,67
1667,20
1315,80
1427,12
1,88
1298,87
2,60
185,100
1500,23
20,50
1111,69
970,49
363,138
230,9
22,110
939,147
1300,118
677,105
145,71
1233,125
128,22
3,67
738,158
124,158
108,12
1125,67
918,50
383,62
757,81
515,147
8,164
212,72
829,92
922,23
913,84
1355,103
575,64
197,32
205,13
105,113
1524,82
58,21
9,97
283,0
1397,90
44,46
1310,0
1473,62
518,82
1217,41
25,62
500,123
129,94
603,33
1085,104
532,20
109,8
103,1
683,92
1364,14
58,21
1180,160
97,57
1422,118
183,16
237,119
0,163
1164,15
1183,148
3,67
685,38
320,71
939,147
54,126
1396,2
674,85
104,39
1591,24
26,38
134,135
1636,44
1340,74
310,90
357,61
639,59
31,84
812,159
40,96
1711,63
1094,0
328,55
868,9
274,14
1442,29
354,35
0,163
1650,46
138,156
878,109
341,32
671,91
586,17
13,26
389,107
599,90
49,140
1388,28
1478,51
5,133
237,119
473,3
245,11
374,19
1524,82
108,12
1046,42
1338,14
208,121
735,37
1412,1
474,23
598,12
261,136
26,38
12,104
138,156
1115,3
79,5
17,0
126,76
156,60
366,78
479,65
193,49
38,3
25,62
1635,7
908,75
949,22
0,163
833,93
256,6
140,27
7,125
81,101
187,127
209,30
16,123
633,26
63,28
743,136
330,161
473,3
818,76
630,64
68,4
22,110
193,49
104,39
1141,54
73,3
16,123
520,43
107,1
1056,55
1515,21
81,101
1465,89
29,42
122,46
1684,15
1108,126
200,84
85,84
1613,52
1609,41
14,4
645,113
19,51
108,12
65,60
197,32
59,58
362,136
127,11
224,143
318,68
214,136
1337,41
189,47
82,13
495,45
1344,132
48,113
446,30
1228,117
538,44
275,100
1529,54
358,92
1500,23
69,145
326,132
86,111
193,49
372,141
1,88
40,96
1392,71
1234,8
231,81
135,17
4,36
0,109
1584,12
375,78
136,2
636,152
1081,19
411,31
120,127
271,82
138,156
1136,148
586,17
14,4
2,60
409,53
900,76
582,120
0,163
1585,27
974,8
38,3
1,88
23,58
611,114
192,36
1124,59
290,16
250,157
116,125
299,73
398,52
53,9
515,147
817,1
727,0
82,13
121,1
5,133
169,89
206,87
94,155
4,36
442,19
1629,147
83,1
1503,120
1730,125
1216,0
22,110
1357,14
148,25
4,36
278,55
1052,128
1443,54
21,1
361,51
126,76
1474,142
1033,58
714,56
1620,36
1389,64
180,14
2,60
1030,108
188,4
60,24
266,53
639,59
1012,50
35,148
155,145
549,10
0,163
589,89
152,33
20,50
866,29
28,107
882,30
105,113
132,98
7,125
712,15
898,96
144,162
996,52
1413,6
68,4
147,16
1626,14
1126,138
7,125
1461,95
277,26
89,71
738,158
880,53
24,50
890,34
1401,84
19,51
94,155
1061,44
3,67
31,84
17,0
158,35
273,37
7,125
771,76
614,51
1712,1
1,88
442,19
123,16
2,60
1084,29
0,163
6,13
790,98
490,99
111,25
12,104
1661,157
260,31
335,53
15,53
1454,39
870,7
216,75
172,53
288,128
6,13
929,57
1251,131
4,36
30,114
500,123
1440,52
54,126
20,50
26,38
1736,52
1419,49
705,68
116,125
25,62
257,25
10,109
784,10
391,86
22,110
629,94
446,30
186,131
48,113
135,17
789,86
1460,74
8,164
150,48
108,12
224,143
83,1
93,155
1326,42
610,11
682,160
1,88
200,84
331,91
1349,30
363,138
2,60
0,163
54,126
538,44
310,90
11,77
1311,87
148,25
4,36
832,10
72,56
424,157
671,91
1612,90
664,49
970,49
14,4
95,49
18,21
114,97
537,74
390,98
151,27
844,110
385,136
1195,119
0,163
327,12
372,141
11,77
1571,7
0,163
569,17
601,139
10,109
0,163
1199,74
1736,52
1049,25
596,11
1151,44
1426,109
307,92
1218,40
126,76
38,3
1111,69
1,88
239,101
1549,73
860,25
2,60
8,164
80,19
1,88
350,17
14,4
1452,8
714,56
276,23
1,88
620,105
1156,80
1739,11
1555,25
505,41
1,88
653,50
6,13
15,53
14,4
411,31
413,14
1437,36
15,53
106,42
1557,73
1407,55
509,125
1307,53
600,107
1183,148
1168,9
5,133
543,17
30,114
241,8
1,88
453,59
210,153
1374,163
39,57
50,112
95,49
552,51
1677,36
1003,41
646,41
1460,74
644,142
216,75
127,11
359,54
590,8
2,60
1742,40
217,84
227,157
0,163
394,115
498,45
259,5
110,54
3,67
672,143
955,29
7,125
1072,7
194,100
245,11
1640,54
376,164
508,10
752,55
1473,62
221,128
116,125
871,42
134,135
1271,7
37,114
1335,162
342,73
31,84
879,61
595,3
9,97
608,40
1342,162
1573,153
1305,40
23,58
657,124
47,8
1647,59
16,123
888,115
415,2
446,30
815,42
533,98
927,153
1654,38
144,162
0,163
1328,36
329,110
33,156
163,103
85,84
14,4
796,73
496,23
0,163
686,8
17,0
1256,43
161,4
1247,7
427,113
1689,87
99,69
1031,135
312,114
93,155
296,119
922,23
336,157
359,54
84,21
61,68
1156,80
31,84
6,13
1025,2
113,72
1513,86
65,60
594,145
580,106
52,61
43,65
1151,44
3,67
2,60
1204,115
1407,55
776,4
264,83
72,56
3,67
203,42
1156,80
85,84
1283,5
991,53
1149,129
30,114
45,69
147,16
549,13
385,136
285,136
13,26
1621,44
354,35
1,88
1064,139
14,4
115,14
1586,13
22,110
188,4
3,67
956,16
147,16
250,157
92,137
998,83
110,54
1235,96
890,34
550,19
634,73
1672,159
0,163
1,88
1584,12
305,2
0,163
326,132
6,13
1367,133
1544,105
324,87
688,135
7,125
1585,27
1181,34
111,25
32,76
141,21
36,137
1530,112
90,77
394,115
0,163
426,92
897,131
392,28
1564,126
38,3
18,21
0,163
182,82
317,114
697,151
839,80
485,19
2,60
1176,81
420,70
15,53
1076,116
661,8
340,79
605,45
358,92
106,42
75,3
419,125
134,135
903,86
13,26
4,36
884,35
5,133
49,140
1163,65
500,123
0,163
0,163
0,163
294,91
1613,52
1,75
244,66
104,39
4,36
41,82
116,125
93,155
460,15
607,0
317,114
114,97
509,125
869,45
1694,108
36,137
14,4
1578,55
226,129
1485,29
0,163
327,12
912,14
845,72
1,88
739,108
33,156
1233,125
1,88
273,37
184,92
65,60
478,2
1558,95
27,157
515,147
372,141
0,163
1541,137
1177,101
1,88
66,28
398,52
1699,154
858,49
515,147
0,163
401,92
275,100
38,3
567,93
1290,75
617,102
1496,70
1189,39
690,66
0,163
1256,43
206,87
1182,57
11,77
1522,131
234,120
35,148
85,84
181,18
1225,33
1576,58
1233,125
235,54
1337,41
268,62
134,135
731,7
1415,155
499,140
1461,95
0,163
102,64
695,74
667,161
0,163
1365,145
514,153
253,18
271,82
1589,139
28,107
106,42
380,101
725,92
3,67
243,96
1639,16
780,57
99,69
471,16
882,30
496,23
4,36
752,130
4,36
0,163
1132,39
867,13
1481,48
1731,11
184,92
0,163
150,48
1684,15
352,138
215,4
921,89
289,105
51,46
11,77
522,142
906,67
139,117
190,34
389,107
87,147
1581,2
166,76
377,3
967,9
14,4
148,25
312,114
750,73
1271,7
0,163
118,91
402,155
2,60
1680,127
304,81
192,36
832,10
79,5
173,14
241,8
412,105
1,88
1361,126
0,163
256,6
1480,60
205,13
159,6
527,27
44,46
839,80
1370,164
684,22
1451,128
21,1
146,143
256,6
501,42
59,58
0,163
330,161
70,3
141,21
355,36
755,77
574,93
886,125
139,117
1008,60
1088,100
396,157
1,88
0,163
1516,108
1539,2
1236,56
371,26
543,17
1606,40
501,42
1501,87
1486,88
1189,39
283,0
454,40
17,0
1136,148
87,147
917,42
83,1
809,129
127,11
54,126
1644,160
0,163
24,50
561,143
1239,43
0,163
158,35
419,125
165,73
128,22
367,94
1108,126
442,19
175,67
4,36
930,41
27,157
13,26
268,62
495,45
384,5
1170,111
1296,2
1537,24
1378,135
1738,125
15,53
369,113
14,4
1494,80
486,160
20,50
6,13
23,58
418,143
964,24
1100,25
822,86
19,51
224,143
406,133
1317,127
1073,22
576,126
481,133
520,43
979,119
335,53
618,137
290,16
304,81
602,145
1596,6
245,11
381,29
683,92
0,163
0,163
1407,55
1507,9
850,14
1020,92
316,14
806,1
89,71
260,31
695,74
8,164
483,38
1381,143
112,1
68,4
1346,111
1721,28
1390,57
174,149
258,67
889,59
253,18
53,9
629,94
699,124
47,8
0,163
1526,159
1369,50
1026,52
1402,14
40,96
522,142
463,15
562,124
686,8
7,125
720,124
184,92
956,16
28,107
892,128
978,11
35,148
1352,3
355,36
1245,77
602,145
92,137
1359,18
590,8
1738,125
762,49
478,2
1679,17
561,143
1368,143
333,48
724,165
32,76
288,128
754,52
268,62
1006,15
618,137
1535,135
1388,28
897,131
775,43
742,60
1,88
1548,72
1259,164
1641,60
10,109
383,62
668,87
278,55
603,33
494,51
1694,108
0,163
880,53
181,18
21,1
361,51
752,130
1017,100
4,36
719,144
182,82
1568,35
1358,72
497,22
258,67
459,48
502,38
10,109
1669,28
487,140
818,76
1389,64
291,13
1266,74
194,37
1101,16
0,163
26,38
143,25
213,4
32,76
1430,19
178,100
281,43
47,8
180,124
39,57
1143,65
15,53
8,164
547,63
390,98
0,163
64,63
68,4
315,30
1541,137
1012,50
1686,64
947,131
325,49
13,26
98,17
357,61
140,27
725,92
1671,119
1530,112
1612,90
1116,85
119,92
64,63
359,54
1016,93
1544,105
946,55
197,32
