lhs,rhs
55,7697
12306,12109
9406,20735
138,10304
34023,17049
5050,2082
37144,4970
66710,219
4,22908
611,23848
56027,4453
7592,9692
58731,23739
20037,17058
1014,94
601,870
1082,3052
1264,7549
2477,1390
10331,12879
11244,19226
4084,19647
59753,8493
45535,31174
3615,30864
16356,16787
14810,32782
7027,938
19705,2040
5303,5458
34023,1421
20572,17513
83961,1914
297,656
431,17032
0,28661
4751,70
6,4583
41808,11158
22415,19972
32404,4001
64104,4912
33293,11443
65675,19518
24502,3109
37576,21272
17031,721
6111,18735
5087,4072
31737,28988
48599,8861
67697,3174
64995,1497
20901,1584
17865,19179
117,3880
21868,4613
58524,16840
17128,2035
7235,10984
58760,22116
58788,22667
41081,29971
41427,15712
23010,23481
8909,2412
29083,3487
1095,208
1587,7197
11927,9965
4,21784
23706,971
62318,27714
52918,20939
24576,22262
26016,7234
59321,5355
75668,192
24407,19527
7,21304
57633,7660
15568,27938
297,20985
9699,307
48051,15479
10937,28996
2845,1175
49144,4270
13114,20300
379,4306
7639,23020
9370,26553
480,15768
1321,17613
15010,6775
8838,25544
52865,11015
718,15914
38383,21967
11238,12274
14578,10647
15505,8525
7904,23717
9916,5554
246,31089
40906,4163
47897,9020
152,3502
10511,15191
248,10375
78251,32388
50065,22312
4996,9043
82423,27719
4242,5334
54797,12736
2241,4919
2748,1409
12143,4966
24226,20367
726,30065
2128,25293
74588,29198
64979,31895
83436,20178
26265,12889
36198,14036
6914,1431
26288,114
12307,14173
69,30842
17778,19
24857,33496
61190,20931
501,19974
53736,10061
37082,3913
21874,22376
4307,30858
3395,30304
804,378
40895,16438
20886,23061
18795,9677
21632,20951
1058,577
61528,26335
14976,4049
60251,31587
19389,33116
22437,0
4770,24674
16607,4557
330,3492
77606,30486
50364,1501
57997,15216
34392,3508
13819,20670
50045,15435
41664,30281
50480,4947
86578,1251
6256,3487
5081,18230
28877,10157
22082,20976
47035,11550
34333,928
563,13834
35323,8619
28949,28288
29961,2844
60098,14729
51457,995
79253,25751
126,25575
2270,8261
3015,934
37310,19225
37493,32857
16,4429
24641,32363
10863,4889
2344,10060
410,8233
6531,28194
5919,26509
903,25666
18,10334
1485,8123
3153,3196
19245,12446
25905,18928
28999,7129
68152,18596
47003,13596
14339,5677
28450,4388
12,26662
16251,13894
15178,8185
417,22559
39084,7674
75301,2900
31876,372
2292,109
3430,13430
145,10565
6482,32885
13345,8098
64018,19108
2413,23526
32972,26228
45393,29413
42103,8761
12357,20428
593,32349
2350,3944
2569,11870
685,3914
82432,10311
23384,8854
52948,19616
4701,21888
6,27597
145,10299
15,14561
37704,14170
6204,28252
85873,1011
23872,27130
20961,20055
62300,1583
86203,7583
230,15566
6093,2875
10563,16193
20,25767
80464,20216
64343,2750
4182,27653
15893,6364
22693,15708
71669,1388
115,9693
426,6864
84732,9088
79282,13118
38258,5088
1561,31072
7413,10173
31459,21773
54788,8619
185,1830
69997,26860
13476,1717
2453,27497
77590,30302
5875,26697
25233,5208
58537,1449
18099,3716
38217,32601
44,8671
26992,22362
61622,32377
5247,30932
174,30481
6768,6100
78028,4413
8602,23252
44,29952
18586,3739
516,29184
36751,13446
0,14767
62556,9749
5586,6148
3941,32120
66705,1652
39665,19113
71004,3120
40957,24740
8866,24368
35457,16766
3001,29161
10437,1802
1989,32272
11109,27169
60908,22646
4362,5559
84901,8661
52218,11782
31263,7001
51932,27542
36198,31090
5790,31905
1303,4424
17850,2245
87077,8679
83469,7010
83076,710
6049,4296
7730,152
634,2944
24063,213
8212,473
43511,301
22404,30977
193,7824
68563,27063
31783,13042
78020,21932
77421,7571
27867,8859
21149,20656
8785,30394
345,1576
39230,1169
26659,17301
34927,32837
23937,122
8882,21137
18512,32011
780,8855
19888,2647
83548,24903
60992,4913
14598,25498
942,28207
72059,31993
70514,24568
23994,4320
40020,9846
8566,2953
199,5270
55239,23842
66667,33326
73282,14873
58477,23478
697,7544
1216,13631
8588,19899
50611,10746
2224,9835
32059,10249
15382,20984
28176,21535
1096,13289
67188,8652
4542,30263
44431,3201
83137,443
22060,8486
75544,30287
12588,11473
27045,1623
43,18666
4775,26525
30134,10382
65920,7878
2182,27180
7505,22292
7953,21554
67162,10554
23003,23635
331,20550
6,13821
31896,4549
43164,14581
18598,14974
62719,11646
35274,10478
4,7380
6009,8351
1607,13745
44860,6778
59985,13688
61738,22067
186,3040
26364,893
3891,2679
56937,20479
19,20230
17237,8799
797,13767
321,13473
79764,2906
18251,28731
26821,10763
50045,18585
2994,9206
20726,7895
67240,5809
45659,9921
54427,21181
879,12508
27771,4497
11952,9213
430,4686
10,15706
4060,24513
49912,1904
1148,24932
86886,8274
76548,23950
41956,11096
15413,5993
6183,31318
4187,3547
86658,28438
58233,2979
73215,27896
42294,8531
29152,6869
37593,17883
2223,25058
36475,1983
68324,22447
70461,32041
0,22619
145,375
113,705
9736,17685
62380,16030
31451,20543
77407,328
77493,12437
5340,15003
16241,27620
7591,3204
15838,32846
1355,3577
56110,6938
27393,28637
17506,8087
36239,1893
38321,3965
38720,18612
15198,2315
17153,16652
5,4342
5568,23329
12306,4823
73871,4187
14995,25999
108,18349
1,6996
20839,2089
16977,17338
8522,16995
62323,603
6672,32491
8843,14845
38517,26685
19976,5371
10210,10710
37215,14205
62149,3754
27495,28924
67895,1611
15051,1427
33994,32130
17271,24415
8661,10263
8923,3636
32050,30042
39346,17076
61754,10601
79352,11398
485,11922
13751,63
1277,7012
3092,8300
873,10688
39776,8826
4981,22509
60105,10660
57251,6039
23555,15973
3257,23485
52097,21666
27128,33065
51336,17278
68260,4924
3655,8909
79621,13016
9678,6849
83794,586
1117,8950
11845,18924
36504,19389
10669,4084
3315,24924
36101,30150
50878,10401
47867,25871
28654,14600
11941,5371
13677,1671
79433,33130
53426,320
51749,29586
65784,25967
7250,25125
19303,4917
3343,356
21758,8908
20769,614
17807,22314
82221,31489
14443,25665
45622,4140
21,3118
70857,12414
19612,18088
49537,1061
71449,17103
200,6161
107,18099
4728,11156
58995,12244
59640,6596
452,6134
12482,12082
9442,28736
1378,8578
177,17750
14762,30339
8683,14004
62368,6330
35317,18154
47158,18858
8398,20123
44062,10668
15729,4623
14489,25
20063,6835
1686,14185
78820,23913
72802,29776
163,13715
2558,16277
28726,1993
49032,24131
0,16869
68707,28275
15271,17220
40546,24620
2754,7409
64018,745
30865,266
78591,24598
35168,11158
6359,24382
2991,13694
29940,24532
83764,16959
38997,5689
5296,15201
2711,18141
38387,14768
0,5665
37651,26404
6282,24132
29288,24951
3263,2719
74599,3948
11981,8791
7417,21655
15761,3384
34596,14615
19024,721
1423,33172
0,4784
152,8412
893,14021
393,5990
62421,17001
5883,22249
44072,22781
25543,952
67147,9894
45817,19308
10103,9304
11117,28404
910,13819
21527,27791
7489,1508
48657,10538
3246,26966
16067,22766
2,30424
61954,4496
49078,1609
65591,2297
22152,17769
4108,21534
734,22798
49086,31891
78515,30569
3515,31962
54245,6273
64296,8904
82950,5360
220,17616
351,7526
46500,3974
27169,17562
9989,27206
64846,15587
9416,20164
1757,29971
30557,13645
10839,25826
19351,278
13600,16705
40610,8373
3047,27948
16404,25965
49401,30641
24241,18645
81812,21788
22714,14757
26573,17292
57082,17048
23040,19569
39050,18611
25962,18769
12730,24639
9193,9880
7147,7896
5792,1361
14089,31691
54098,2353
17672,17
252,12904
61780,6588
380,26659
53033,7943
8682,23161
770,22341
56875,16437
118,18803
83851,25807
27036,31713
1,27639
9131,16822
13967,6284
28141,4934
9873,9228
202,104
26762,6356
3715,10549
45402,19256
78605,2082
2480,31007
85029,4353
596,4483
57986,15061
8675,21442
1198,21038
3655,30371
72772,16553
59593,28177
10378,8252
1271,22589
2218,5298
41991,31515
51,20111
46,11649
392,17167
6513,16047
52597,7933
41574,24929
2307,9696
14872,11500
54258,16086
131,15358
10340,9287
61699,10683
8457,29793
14490,74
1053,2379
86218,20089
72,26995
61688,16388
14020,29913
84015,558
98,22499
18882,161
15850,29135
20940,30803
4169,4617
461,25781
74141,1780
3146,17194
51,11918
30019,2511
9,30338
9179,17083
62559,8011
4194,14960
62767,18958
36754,2197
2,4304
27234,11022
84728,20785
41795,10
15524,32184
4975,25991
32155,21696
38034,1874
67896,20616
35534,4549
28210,7737
12623,10998
41294,7788
18031,29973
47053,26231
91,3667
57594,10209
4857,28480
2281,9466
43240,5800
87,6139
32289,27109
68684,29817
8452,28597
558,8782
35992,30110
75184,25725
8859,8891
58280,6538
30027,32418
303,12732
45719,9161
83136,4378
48949,21205
50151,29164
4707,24877
38777,18815
26803,17560
57400,8910
3821,1427
205,30472
911,15117
41424,33449
4551,20837
38368,17393
75397,16793
6803,11512
100,13857
112,30137
15406,4515
65647,8165
30968,25983
926,22668
64856,556
59677,17515
27844,14170
2373,2048
234,599
51932,28151
11111,2847
13123,7354
825,19124
3123,7048
81431,21743
60357,18562
35740,28956
2916,27960
13927,7870
3,18018
20526,17321
80,18315
60819,30294
10560,23378
53640,5678
45406,30540
15387,19604
2070,32617
3384,27560
84948,25295
1044,5995
32952,26633
2101,28290
65180,5903
977,20624
38059,29053
64504,2654
149,489
56450,10360
18019,2678
87256,8608
50779,21330
17474,6872
29205,10629
55231,7083
8202,280
71702,1390
22929,28184
16737,8752
666,28285
30953,27864
81490,27466
77911,8743
761,16255
59522,18913
40,19602
9466,7599
81612,17828
27004,13220
19792,4211
34127,9392
20765,10337
52083,1526
11415,2030
7753,15139
52452,27462
51026,8092
875,33281
8516,7917
0,3222
28859,21927
7,1805
0,11124
9020,4226
20130,2516
70421,25023
0,19901
42223,5642
28548,4947
95,16591
82263,16672
2284,24341
34491,23781
16917,1228
40513,21793
119,10317
16413,29211
23143,32197
58828,19994
576,5514
5460,12551
9,12018
476,26219
51299,7138
26726,4408
38694,3042
37212,6199
672,6231
9247,186
7559,9038
67321,12005
25653,791
1590,31863
10528,3006
78182,771
17866,1628
21124,16712
17140,12648
435,16546
22695,32683
79263,5689
21464,27519
17643,31560
17560,7307
14026,15856
16486,26150
3700,300
84253,22166
3882,10257
465,22161
7536,9808
61166,24093
283,15409
886,30598
2810,2937
35330,5063
576,31210
30005,9962
41770,31719
8857,1284
1973,8302
11082,13435
53072,23978
33224,10250
6760,22456
21,10730
54980,2988
143,13068
22402,10471
17012,24997
1537,29848
22807,17777
54700,17808
6009,31611
20909,17220
11,31673
11618,28293
18756,8414
56945,2901
11926,28475
3259,19584
51360,26066
6438,865
273,21212
21854,3560
52219,8330
49033,4922
2133,1057
169,9952
49,24993
65097,28953
31599,9020
9405,25870
13732,14778
46928,9819
38406,7500
21667,2062
1807,2448
489,1602
26807,1922
17459,5589
11928,18860
55045,25060
26,25160
83270,28226
81255,1285
16953,30977
74372,31022
9286,19100
80993,2492
61773,7649
72863,5772
67895,2077
20310,2307
31258,5994
313,16546
11861,4325
1713,28744
77909,1318
7,32116
5014,15959
4355,33481
8234,19558
7623,5191
54073,32905
21969,8027
4848,14922
20325,24247
77991,21677
19445,14915
1485,493
99,15905
78902,4452
44621,22510
23818,1373
292,4107
5656,532
2843,22543
2468,29610
8741,10543
3743,28635
23155,11042
5184,17361
46294,24849
10027,8310
54135,2266
15262,29882
8770,11964
466,7041
27441,17125
3,14613
1184,13480
54418,32276
78380,18393
5755,16874
17340,14542
47896,94
5467,18834
9548,10431
13231,18489
30931,8385
5735,894
17165,14138
26548,29585
78779,27950
9102,25711
2177,14508
58835,17119
3621,464
10718,31418
45859,1022
16220,11720
50743,14504
812,1597
79568,2144
2860,24981
84678,14023
79427,19805
3705,1529
74187,12956
72906,10243
51586,1033
24198,54
45221,24221
56651,11208
62051,3612
27256,24298
39069,5627
310,6124
73512,25564
48201,3001
62557,19120
28459,28538
13163,5345
30831,18418
84595,18180
11396,1765
29748,23586
84223,2781
69982,10765
70272,32910
46745,28280
74482,14075
63255,10540
18721,3835
6536,4089
14945,16255
15047,12468
44357,5768
24406,8621
433,3988
50954,17335
37947,31466
11082,16827
7578,4833
3001,25252
20274,109
22052,31856
5801,12366
11186,2981
1394,14560
13,5004
84522,28525
464,3314
40733,26780
37603,30480
1790,17939
38280,10861
2531,6653
9094,1754
827,11074
55115,83
24818,5635
16664,20559
23688,14288
25820,32516
18382,14637
68042,2619
29654,14200
39266,2243
33847,18052
58974,8686
37197,7619
45795,14762
28491,18126
2574,8158
30861,3236
17414,30221
2969,9785
2658,27673
27199,24277
16007,30306
21425,5402
16153,16801
50,14116
3774,5842
3,31827
36420,9403
50056,21112
4051,9215
60665,23320
67145,14445
2965,31165
4380,5248
12961,9639
65681,6988
2137,8789
56743,25685
10302,24594
21685,10111
12600,834
15304,217
2045,29402
67200,10001
62799,28972
22329,296
82686,12035
37868,25552
17813,14483
36106,2840
71931,31973
7528,1289
71959,2438
11627,12690
63256,22008
29941,8219
190,23785
533,7237
24167,1063
19199,9766
64899,11310
43284,9750
12154,6005
9526,9762
62309,28916
2778,3960
9882,9794
22114,26740
63297,27859
9478,12843
9637,14190
8346,16212
59711,4097
1801,5516
2833,29204
54340,7076
26832,2100
1186,19726
35842,13660
30242,17470
217,24981
4633,21820
736,50
74,30448
22086,22151
2599,27879
41563,20655
16494,7351
22757,18037
79505,27997
79422,3467
5351,22201
35993,4566
16224,23949
2334,6408
9478,15323
3880,32276
80213,6887
22,10072
28218,4011
48238,29457
15516,619
104,17032
33548,14207
9,16998
12480,22780
38459,14379
10177,16118
30456,25256
6115,773
55991,19118
60243,31492
7416,21123
10573,204
2763,19723
47865,19321
46704,16989
2971,24864
195,12111
38098,19901
71107,23193
2540,16543
86802,24062
52220,22428
521,13099
55809,28903
4486,2792
1744,8013
58939,73
19375,10994
73987,22562
43705,23882
75555,12407
22867,15242
36518,2337
17290,10939
18801,2880
69316,11975
21771,10542
9536,7226
39568,17299
63708,5558
50768,1140
2854,27587
66974,2386
16367,4103
83796,1760
37836,3349
53729,12058
12135,24331
32969,1674
49702,23808
56120,29447
8247,25002
76138,8763
9900,13732
72963,3553
9315,21732
1998,297
10264,10561
43854,20595
7384,16927
15474,6279
3944,18714
1810,22623
65876,13911
5059,32926
51538,5216
26720,4018
35230,30924
52800,8775
0,13017
85921,10329
49556,16066
72396,22020
759,19509
29014,25543
8493,17693
74915,6655
43435,21502
82164,12771
34465,19683
38887,28746
86710,574
79863,246
1567,27687
82783,851
1134,10335
14,20047
47093,3674
85711,25806
53913,21453
55802,5883
3277,20882
24205,16355
1230,19770
40119,1641
3365,16318
2164,14682
8268,8143
0,146
78996,11957
71663,1412
715,28852
82039,1915
15975,20931
2302,10152
15792,10235
59941,28295
35553,1608
52937,13780
1237,17184
20719,12470
41048,17293
125,9309
1022,13114
122,20735
16656,2327
56912,10532
5050,7888
45324,15006
84415,2693
19281,727
77347,30453
82500,18280
6581,7314
0,1525
25021,20225
32066,9936
516,14744
14874,21228
48257,8750
41335,17439
5022,20199
518,20713
201,12918
99,19777
75499,5344
64036,1678
4297,5134
53002,14812
64141,7572
30602,16641
27046,1229
58412,4113
74299,7975
7791,4898
23470,3957
20,2686
24011,29382
9903,14866
12774,10612
16450,21824
41535,8482
15437,5587
3071,15691
42179,13412
28656,24275
65027,7136
926,2659
1795,12771
41553,32278
302,11011
26768,30322
80194,12495
44924,21311
13286,8916
30228,26839
1947,1908
33056,1106
18534,8433
5474,9808
24,6797
9322,32366
1529,21210
3160,13581
11145,16657
6113,3857
26056,14337
8852,18583
298,1427
30496,22944
84059,16092
40335,1868
697,12349
5984,18858
23009,20200
83838,14142
4425,19942
28942,1275
77439,11728
4,5879
25015,10053
14216,8691
23491,25004
16890,15784
15148,21529
21654,1657
36348,25272
48171,5395
70468,4086
2635,19257
9090,17217
62520,4013
39657,8780
64538,3470
42336,16629
4031,8
54,3486
20954,3363
1634,23644
7735,20886
859,4053
1832,6005
30842,23902
43477,599
19989,10457
1122,778
38023,3920
827,16575
3657,15054
44737,12140
80401,3411
2691,2995
19055,32023
45741,10914
32096,13168
67794,32363
56452,17660
2392,4239
72033,22426
9867,13166
48975,23102
7,4964
5528,6653
41008,2282
5005,18352
27314,6917
3847,3942
82354,31579
52976,21279
69220,27262
32291,10296
32170,717
16981,15555
14156,4571
9337,10597
42327,25469
19395,21833
3031,217
4,33499
57176,11178
9241,10228
52201,31110
66564,3322
33810,5384
254,12863
28199,4039
81019,323
6938,18141
31810,7539
42006,21296
42424,7375
79422,10432
69722,645
6673,3171
46933,1419
7582,13832
10665,1353
44648,20270
2817,227
9458,1639
5716,3043
44919,22081
937,20950
68385,24300
49752,1440
29356,25153
26072,3023
79,22327
321,7333
3677,19963
1044,14162
79708,32546
52660,16495
28952,370
79836,11645
2306,12854
22774,27762
1480,12042
3528,12135
575,31328
58,22268
1,3868
74244,24086
20508,2515
31534,23684
17143,16092
46,13364
37963,8003
3175,2003
21234,7326
30694,5481
68438,29908
39855,5699
85034,9977
22131,27061
33555,10583
74783,2728
0,18744
82107,8404
26676,24302
4317,9858
6277,23133
29005,15554
77580,32579
26925,2655
26,23317
74717,1967
86111,15253
23352,14663
946,28734
156,25198
17267,1386
37092,17770
1303,11313
5593,17333
43520,14634
10447,4019
18274,1964
10323,1169
19655,5539
562,18067
14,5128
5479,12156
1303,25104
51481,7337
78,8362
1439,3571
59013,21429
9178,12785
51204,904
3726,22232
893,11413
78193,9112
12,4742
45404,20614
37679,3736
463,32574
71619,320
21556,24226
15472,1408
2964,25323
6125,19534
36694,22710
45878,15111
78177,7733
39636,4453
1569,5488
43375,1118
2070,28810
25469,20549
11577,4450
27230,807
7457,7403
42877,6678
23457,15181
18927,5122
2486,25383
3093,14674
28449,10443
5007,161
60101,28657
20092,353
17028,6071
25968,2921
29627,4987
25773,26508
38237,13416
1015,11303
15,4206
12820,30774
62036,16802
4657,19925
50150,6020
5894,20401
6440,14868
29123,1866
47273,26257
65417,9147
7264,29290
3105,26223
55336,17392
68168,1419
2682,33002
259,12582
4105,17374
34030,26537
625,25660
17348,19743
1244,27352
3,14629
8951,3160
10381,27255
47350,15496
8476,21646
69063,17865
49,862
11652,2351
27895,21316
17573,2830
1601,31264
62126,3586
30190,12896
78078,152
7621,8392
62739,1036
2851,19695
21838,9027
3947,8117
2976,21266
15985,4770
11596,936
81,17218
344,2546
2365,12465
69712,3880
34070,23521
29120,283
81537,6858
21593,1125
863,5776
497,9849
1893,16338
35658,29318
8605,29714
7971,39
965,24876
733,714
4951,71
18277,2604
10402,23041
17546,24528
7251,12634
20608,13618
43422,26053
891,6854
152,19676
29992,4797
47414,30345
441,13132
43058,7184
34376,23644
47557,1164
68446,20884
14751,20762
431,16878
3823,6318
45078,982
68638,4410
85475,21191
12254,12791
13864,3096
8378,14257
73880,4455
57168,20337
2266,6862
58776,26453
53958,19048
46594,7271
17644,25515
2028,29522
59457,26807
86150,4693
66477,27217
31212,2507
7709,108
69794,9163
1,9792
16465,820
10166,7274
38830,28661
1362,1743
74,16085
26437,7436
74400,5100
31747,20207
23089,11931
20413,6588
580,14506
41100,13514
10697,27032
80809,23244
6117,6723
110,2280
53227,21105
67957,804
5401,29979
13580,2003
18328,29546
49506,4952
485,2120
2514,8068
71168,8549
11506,30806
11144,19791
2268,262
4963,23647
72685,399
75865,28876
43010,11863
5836,25907
23159,32191
56596,12763
3676,2035
19103,14952
66184,29721
28483,15574
65892,28421
56323,23719
65412,21358
6078,1001
7410,13862
64815,6999
81880,10021
6195,21843
28363,14196
6770,965
6980,1772
54071,23833
8220,3112
86397,9344
3195,4650
65903,25153
4280,2868
37486,17496
13770,12468
21661,8273
1352,15269
34737,2566
72657,18465
74159,17697
1561,24843
78443,26692
45113,28064
832,20152
24934,32247
2853,1030
211,3139
327,16993
57621,2251
61619,9643
9017,12020
1390,7742
25438,9033
2868,3039
19793,2267
373,16072
61812,7381
2140,5840
56627,3604
206,6243
41907,12317
34989,16319
8593,16277
13568,23151
25406,22886
65342,18841
29009,13164
77201,24137
26479,18633
8997,4840
20296,28830
20113,8078
10069,6885
80824,12915
1337,205
35031,8203
29996,15643
100,560
82337,11598
1383,2696
37931,21631
13880,26390
57184,1233
18119,16518
67353,2234
1795,15590
42791,28876
41106,4892
56384,7324
20654,4313
20560,18252
39010,3471
55116,26889
75306,13915
26782,19777
18297,23435
38174,5497
19133,765
10138,24177
62165,26630
19720,21535
1439,3666
5406,5086
5357,11217
10515,3133
10680,24219
44644,4545
81803,2862
28523,6358
74064,31447
9200,5477
24851,26972
1065,9149
839,21012
279,7542
20801,225
2709,33063
20306,7845
11,26732
17197,6805
46923,11903
56442,14994
2233,32667
74069,4607
36415,21533
71197,20084
8611,27258
4656,9723
84663,22941
74182,2258
25127,22552
32577,2639
536,29917
1091,885
33474,15830
45541,29423
13507,12180
82429,14543
58065,19107
422,3423
51738,11225
2984,3012
46047,15451
84678,12231
79371,1836
8396,9188
6245,53
3460,18287
76629,18417
20183,25464
78658,21119
4637,1076
705,17443
124,10754
29576,10690
45342,421
4061,16678
50942,41
11540,24914
52060,18610
32101,6825
442,13510
20,2845
19852,23046
56917,12304
54165,8631
78189,32858
7935,26045
27508,1284
19878,16196
8,31996
627,15025
25984,30312
5335,21525
39122,1988
6884,23299
28128,6616
8758,4418
8170,30174
11106,27517
11269,16033
16310,6048
86320,17608
82,21555
68028,20003
2739,11999
7728,804
42659,28369
228,3806
31028,3697
80352,19282
14031,17502
83724,23431
12079,10825
50914,2271
1146,4245
54816,12722
64917,23643
43322,920
4302,29310
74953,4910
8294,2120
8624,10771
18791,15781
15193,24994
52067,2745
62473,11153
1024,798
14690,5418
4306,4483
13038,16022
32617,8879
2642,7048
21873,1398
2109,6855
58721,16898
18808,2523
48406,805
50751,1200
6480,5057
32560,19225
5453,7719
70402,8960
163,33358
21812,12768
34041,6201
16747,4815
10211,23304
7966,15941
25,14480
66326,1452
18965,24459
7842,10378
3619,25693
11517,11822
19475,18906
36952,13675
34657,31450
54296,15587
28363,201
33366,21916
0,2740
479,2229
4612,9704
48556,10679
33259,3759
85370,156
9150,15306
1,3553
7450,1894
3822,26245
5470,32601
16984,13488
19,12737
85,982
2108,26880
75439,4733
30714,15582
44470,10288
9809,439
32862,23935
59105,14935
2856,11104
84551,14777
29298,1515
16785,7112
8817,12629
18328,31175
36520,24699
63074,9146
19031,14740
59307,20163
7585,21680
2781,5952
1213,23094
2877,12132
387,5818
14348,32763
10486,20662
1540,5585
69235,28921
11688,21361
933,677
64680,2738
2376,23891
50,12254
899,26284
7096,6264
4,31743
15,11431
9705,30662
64140,5999
4,21493
26450,1623
69680,26369
6550,14120
57409,4821
20483,20932
11014,18386
3065,14856
71755,19813
1644,28485
72500,14376
51178,10606
26166,14535
66492,22191
106,28248
3,5553
910,4783
37459,5440
5930,13315
29,16548
41516,1525
747,29228
30648,5549
32703,7771
5101,31743
60697,12317
40138,334
20162,247
54701,1223
15,17895
68246,20371
25785,1837
12459,19777
70763,29502
17517,219
74911,32595
1680,16527
48356,8188
11916,16981
49853,8371
67527,22302
69183,6628
84748,27993
19569,25232
4934,21312
27922,12483
6723,4865
28,26450
2909,4936
34340,889
15704,6576
83406,30055
54567,13674
78691,30066
42391,25797
9145,87
57503,25609
23225,4082
69824,24603
13971,15677
26029,7867
81115,7160
34603,12002
76116,4004
16792,9113
38600,6768
528,24460
6702,13092
56814,4241
4792,19032
23896,237
84114,24716
42605,1608
16399,17530
21684,10445
7986,30078
34824,1797
17851,10664
28406,1709
14990,5539
8351,4928
77,1739
19413,5762
21062,1315
8106,33328
769,3840
19051,21707
11017,18500
19553,22464
15925,22939
5387,9220
8834,11525
2775,3872
19319,991
54952,26806
21343,13993
73,11016
47343,25620
4356,5238
5920,25880
71369,18249
7284,1129
32883,13230
5567,809
63643,22464
10,32205
7423,12427
3870,10261
43379,11792
2934,1153
17020,11157
18437,1195
20037,544
57832,30326
2328,7284
43684,15431
51365,26878
234,3112
20434,9476
25781,29148
31705,15190
10639,14653
23177,6654
193,3286
173,17467
21880,12551
22260,16327
62956,29961
41528,21527
28492,3339
17839,31286
2230,26275
1109,25975
5674,3326
1399,19687
7266,1602
54850,32362
1194,1854
