column1,column2,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12,column13,column14,column15,column16,column17,column18,column19,column20,column21,column22,column23,column24,column25,column26,column27,column28,column29,column30
61,1,19,56,14,3,2,3,13,8,1,0,4,3,3,0,3,1,1,3,0,2,0,4,1,4,2,4,0,0
28,0,60,0,16,0,1,1,20,0,3,2,4,1,4,2,1,1,2,2,2,0,0,3,4,2,4,2,2,4
37,1,46,96,9,1,0,1,22,2,0,2,3,3,3,1,1,0,0,2,0,3,0,4,3,1,1,2,0,0
18,0,33,71,19,3,0,0,8,9,0,0,0,5,3,0,3,1,1,0,1,4,1,3,2,4,0,3,4,1
3,1,54,40,18,1,0,0,2,2,0,2,2,2,1,4,3,0,4,3,0,1,0,4,1,4,2,0,2,4
0,3,97,0,9,0,1,2,14,1,0,0,3,1,4,2,1,4,3,2,0,0,1,2,1,0,2,2,0,2
51,0,84,82,4,3,2,3,4,8,0,0,3,0,0,0,3,3,0,0,0,2,0,3,3,0,0,3,4,0
5,3,91,24,11,1,1,0,4,6,2,3,2,5,3,3,2,1,3,2,1,4,4,2,3,4,4,1,1,0
24,3,60,3,0,1,1,3,9,2,0,0,2,0,2,0,4,1,0,1,4,2,0,2,2,1,0,3,1,2
10,1,68,29,13,4,3,2,4,9,3,1,4,3,3,2,4,2,3,4,4,1,2,0,3,4,0,2,0,1
11,3,97,70,9,2,3,2,10,5,0,2,4,0,1,1,2,2,0,4,1,0,4,0,2,1,0,2,3,2
2,4,53,21,7,1,3,3,8,3,2,2,3,3,2,2,0,0,2,0,1,0,3,2,2,3,0,3,1,0
55,4,16,99,10,3,1,0,16,2,4,2,2,1,4,1,3,1,2,4,0,3,2,0,0,2,3,1,0,0
23,0,67,10,8,1,3,0,4,6,0,3,2,4,1,4,1,4,4,0,3,1,0,3,4,4,0,3,2,3
51,2,21,67,15,1,2,3,8,3,0,1,0,4,2,4,0,0,1,0,1,3,2,0,1,4,4,1,2,4
60,3,5,64,5,0,2,3,3,2,2,0,2,5,3,1,3,0,3,1,0,3,4,2,2,3,4,2,1,1
85,1,98,59,17,3,2,2,24,0,0,0,3,1,4,2,0,0,0,2,0,2,2,4,1,2,0,2,2,4
65,2,10,1,9,4,0,3,8,3,2,0,3,1,4,2,0,4,1,4,0,0,2,1,2,1,4,1,2,0
97,4,7,34,13,3,1,2,13,0,0,2,0,2,1,1,3,2,4,2,0,2,0,0,1,4,4,1,2,2
41,2,13,7,8,3,1,3,2,9,0,0,4,2,1,4,0,1,3,1,1,4,4,0,3,1,0,2,4,2
95,0,97,70,14,4,2,2,0,8,2,1,2,3,3,0,0,1,0,4,1,1,1,4,1,3,3,1,4,2
16,2,59,1,3,0,3,2,8,5,2,0,3,1,0,2,4,2,2,4,4,1,2,3,2,0,0,0,1,3
96,3,69,83,4,1,3,1,4,6,2,2,4,2,2,1,1,4,3,1,1,1,0,0,1,2,0,2,1,4
74,0,36,2,0,2,2,3,22,0,0,0,0,5,3,3,0,2,3,0,0,2,1,1,3,3,0,3,4,0
63,0,5,64,5,3,2,3,23,3,0,2,2,2,1,3,0,4,2,1,1,2,0,4,0,0,4,3,4,3
98,1,80,73,10,2,0,1,9,5,4,0,4,1,4,2,2,2,0,2,1,1,0,1,1,4,0,2,2,2
30,3,26,0,5,3,2,0,20,7,0,2,4,0,0,0,0,1,2,2,3,0,1,2,0,4,0,3,4,3
9,0,50,8,0,2,2,0,1,4,0,1,0,4,2,0,0,2,0,4,0,3,1,1,4,3,0,0,2,4
0,3,22,27,7,4,3,0,16,2,2,2,4,2,1,4,3,4,2,3,1,0,1,1,0,3,0,0,3,1
75,2,14,2,18,0,0,0,16,2,0,3,3,3,1,0,4,4,1,2,4,0,1,1,2,0,1,3,4,0
6,1,7,34,16,3,2,2,5,6,4,2,1,2,1,3,1,4,4,1,0,2,0,4,1,3,0,1,3,4
33,0,36,2,5,1,1,0,9,1,0,1,1,4,3,4,3,3,3,0,0,4,1,3,2,0,0,0,3,4
69,0,15,0,13,2,3,2,13,3,3,0,4,1,4,2,0,4,1,3,3,0,0,3,0,1,0,1,2,4
96,3,5,64,7,3,0,1,20,0,3,1,4,3,3,2,1,2,3,0,0,1,0,2,2,3,0,1,0,2
19,3,34,93,4,3,2,3,16,9,2,0,2,5,3,3,0,2,1,1,1,3,3,1,4,3,2,1,4,2
14,0,72,55,3,3,1,0,21,9,0,3,1,5,1,1,4,1,3,2,1,3,1,3,1,4,1,1,4,2
28,0,50,8,4,1,0,3,2,0,3,2,4,1,0,2,2,2,0,4,3,2,0,1,0,0,3,0,4,0
35,2,96,35,9,1,0,0,10,6,0,0,4,5,0,1,0,3,1,4,3,0,2,1,1,0,0,1,3,2
86,1,18,84,18,4,0,3,8,3,0,0,4,2,1,4,0,4,4,3,0,3,0,0,3,3,0,1,2,2
89,4,95,28,3,3,1,0,13,4,2,0,2,5,0,3,1,4,1,2,1,4,1,2,2,3,0,1,4,2
71,4,73,78,14,4,3,0,18,9,3,3,1,2,1,4,0,2,3,3,3,0,3,2,2,4,1,1,4,4
26,2,3,49,12,3,2,3,17,5,2,0,2,5,3,3,4,2,2,2,0,2,0,3,0,4,0,3,1,1
73,1,19,56,11,1,1,0,8,9,4,2,1,2,1,4,4,1,1,0,1,0,4,4,1,3,1,0,2,1
51,2,90,26,14,2,1,3,8,3,2,3,0,0,0,0,0,1,2,0,2,4,2,0,0,0,0,1,3,0
89,4,84,82,8,2,2,2,19,8,0,3,1,5,0,3,3,1,2,4,0,3,2,2,0,0,3,1,1,2
90,3,72,55,4,2,2,2,2,7,4,1,2,3,3,2,1,0,4,2,1,3,4,2,1,0,0,1,3,3
16,2,68,29,8,4,2,0,19,5,0,2,3,3,3,1,2,0,3,2,3,0,2,1,3,3,0,3,2,2
47,2,50,8,8,3,1,2,19,8,0,0,4,2,0,3,0,3,2,1,1,2,0,1,0,4,3,2,4,3
50,4,81,46,18,1,0,2,4,1,0,1,1,4,1,0,3,3,1,0,3,1,4,0,0,4,0,1,0,0
52,1,34,93,2,4,3,0,10,6,0,3,4,2,1,3,0,4,3,2,4,1,0,0,3,1,0,1,4,2
90,3,49,22,3,3,1,2,7,4,0,2,1,3,2,2,1,4,2,1,3,0,4,1,3,3,0,1,4,4
2,4,36,3,13,1,1,3,20,6,2,2,4,2,0,3,0,3,4,0,0,0,4,0,3,2,4,0,4,0
42,3,87,79,9,4,3,0,22,1,0,2,1,3,1,2,1,2,1,2,4,1,3,0,3,3,0,1,0,0
71,4,85,6,15,3,0,3,2,9,2,3,1,3,3,1,3,0,4,3,3,1,1,2,0,3,0,2,2,0
48,4,47,52,9,4,0,0,17,1,0,2,0,2,0,3,1,3,3,0,3,1,0,2,2,4,1,3,0,3
38,3,75,45,14,3,2,1,12,0,4,0,2,2,1,4,0,1,0,0,0,3,4,2,1,2,2,3,3,2
8,2,81,46,13,1,1,0,14,8,0,1,3,1,4,3,3,3,1,0,1,0,0,1,2,4,2,0,1,2
67,3,36,2,4,3,2,2,14,1,4,2,2,1,0,1,3,2,3,1,1,3,1,1,1,4,3,4,1,1
73,1,39,18,13,1,1,1,7,6,4,0,4,1,4,2,0,1,2,1,1,4,0,4,0,4,3,1,2,3
15,4,51,5,17,3,2,3,18,7,0,2,2,2,0,1,0,1,2,1,0,0,3,0,1,2,1,2,1,1
0,3,99,15,19,3,0,1,20,0,3,2,0,2,1,1,2,4,0,0,1,1,4,0,1,1,1,1,2,2
0,3,92,32,18,1,1,0,23,4,4,2,2,1,4,0,2,1,3,4,1,4,4,0,4,0,3,1,0,4
12,4,84,82,16,2,2,1,16,4,3,0,4,1,2,2,2,1,1,0,2,0,1,0,3,4,1,1,2,1
66,1,26,1,19,4,3,3,19,2,0,2,2,2,1,4,3,0,4,4,4,1,0,2,2,4,0,0,3,1
51,2,34,1,5,1,1,0,13,4,2,0,3,1,3,2,4,4,1,1,2,4,0,1,3,3,0,2,2,4
55,4,36,0,19,3,0,0,2,2,0,3,4,2,1,1,3,4,3,2,3,0,1,2,0,4,1,0,4,2
1,2,51,2,0,1,1,1,3,3,2,1,2,3,3,2,3,4,3,1,1,0,1,1,1,4,0,0,0,2
48,2,64,0,18,1,0,2,15,6,0,3,4,2,0,1,0,0,1,3,1,1,0,0,2,2,2,0,0,4
39,0,22,27,14,2,1,3,20,6,4,2,2,1,4,0,1,4,0,3,1,4,1,3,0,4,3,1,4,1
15,1,4,92,8,3,1,0,13,4,4,2,3,4,1,4,0,4,0,3,0,0,0,0,1,1,0,3,4,4
73,1,75,45,2,3,1,0,22,1,2,3,2,5,3,3,1,3,1,2,2,4,0,4,0,4,1,3,4,3
26,2,98,59,13,2,3,2,1,2,4,0,1,4,3,1,4,1,1,1,4,1,2,1,3,3,1,1,3,0
9,0,26,0,3,1,3,2,24,3,0,2,1,0,1,0,0,0,3,1,4,1,0,2,2,2,1,4,0,2
48,4,45,81,12,2,1,3,4,8,1,2,2,4,2,4,3,4,2,1,1,0,1,2,3,4,0,1,4,1
50,4,8,76,19,4,3,0,21,9,0,0,4,2,0,4,3,1,2,3,1,1,1,2,1,0,0,3,3,2
56,2,84,0,12,4,0,0,13,4,2,2,1,1,4,1,0,4,3,3,3,0,2,1,3,2,3,1,0,1
94,2,41,23,4,2,1,2,10,5,2,3,3,4,4,0,4,2,4,1,0,2,0,1,1,2,0,0,3,1
84,0,98,0,13,1,1,2,5,6,0,2,0,2,1,3,0,3,3,1,1,0,0,2,2,4,4,2,4,4
60,3,63,19,0,3,3,3,14,3,2,0,1,1,4,1,4,4,1,0,4,0,4,0,3,4,0,1,0,0
40,4,4,2,4,3,2,0,21,9,4,0,2,2,0,3,4,0,0,2,2,3,0,0,0,3,1,2,0,2
92,0,80,1,8,3,1,0,22,1,4,0,4,1,4,1,1,2,4,2,2,2,0,2,0,0,0,0,3,3
45,3,52,54,0,1,1,2,0,8,0,2,2,2,0,3,3,0,1,0,1,4,4,0,2,2,0,3,4,4
15,1,64,72,4,0,0,2,4,9,0,2,2,1,4,1,0,1,4,2,1,0,2,4,1,4,2,2,2,4
70,3,57,37,14,1,0,1,21,9,0,3,3,3,2,2,4,1,1,2,0,1,1,2,2,0,1,1,2,2
38,3,93,58,17,1,1,0,14,0,0,0,4,2,0,3,0,1,3,2,1,0,4,0,0,0,0,4,2,2
14,0,41,23,16,1,3,0,18,9,2,2,2,4,1,4,4,3,4,0,4,0,1,1,3,2,3,1,0,0
19,0,82,36,15,4,3,3,13,8,0,1,0,4,1,0,3,3,2,1,4,1,1,3,2,3,3,1,3,4
1,2,34,1,19,2,2,3,14,6,1,0,4,3,1,2,1,3,2,1,3,3,2,0,2,4,2,3,1,3
4,0,35,39,0,4,2,0,3,0,2,3,1,3,1,1,3,2,3,2,2,3,1,2,0,2,0,3,3,2
58,1,14,61,1,2,1,0,2,2,4,2,2,1,3,2,3,0,0,3,0,0,3,1,2,3,0,4,0,2
51,2,77,95,17,1,1,1,14,1,4,0,1,1,4,4,1,3,2,1,0,4,0,0,2,2,1,3,0,3
87,0,98,59,1,4,3,3,2,9,4,3,0,5,3,1,4,0,4,4,4,0,1,3,2,0,4,1,0,2
43,1,39,18,3,1,3,3,20,6,4,0,1,4,1,4,0,4,2,0,1,2,2,4,3,0,0,2,3,2
95,0,84,82,15,1,2,3,2,9,4,0,1,4,2,4,4,1,1,4,0,3,0,1,3,1,0,3,0,0
63,0,80,73,3,3,1,3,2,9,0,3,1,5,3,1,4,0,2,0,1,4,1,1,1,1,4,3,4,4
10,1,97,70,4,4,3,2,8,5,2,0,4,4,1,0,4,2,0,4,4,0,2,4,0,3,4,4,4,0
19,3,47,52,3,1,3,3,1,7,2,0,3,1,0,2,1,0,4,1,4,0,4,0,0,0,3,3,1,4
38,3,97,70,8,2,2,3,22,4,3,0,2,4,2,4,1,1,1,1,2,3,2,0,0,4,4,2,3,2
36,4,36,2,6,1,0,0,16,2,0,2,4,0,0,0,4,0,3,0,1,1,2,2,1,4,0,1,3,2
37,4,16,99,5,0,2,0,2,2,0,2,4,0,0,0,3,1,3,4,0,2,3,0,0,4,1,2,3,2
16,2,56,94,19,3,0,3,23,3,4,3,4,0,0,0,0,4,0,0,3,1,0,0,2,1,0,0,2,3
27,1,96,35,4,0,0,0,20,7,3,1,2,1,1,2,0,1,4,1,0,0,0,0,3,0,2,1,1,3
28,0,34,93,0,4,2,0,7,3,4,3,2,4,2,0,0,0,2,1,0,0,1,1,3,1,2,2,0,2
96,3,93,58,17,3,2,3,8,3,4,0,2,2,1,3,0,4,2,0,0,3,4,2,3,3,0,3,2,3
53,3,15,50,1,0,0,2,19,8,0,2,0,2,0,4,0,3,0,0,3,1,4,0,0,4,0,1,2,4
45,3,18,84,12,1,0,3,12,0,0,2,4,0,0,0,0,2,4,1,3,2,4,0,2,1,0,0,4,4
94,2,34,93,16,4,2,0,16,2,2,0,4,1,1,2,3,0,1,1,0,2,2,1,0,1,1,1,0,3
41,2,16,99,8,0,0,3,2,9,4,0,0,1,4,1,0,1,3,4,3,0,0,1,2,0,2,1,0,2
44,0,69,83,13,4,3,2,0,8,0,2,2,2,1,1,0,1,0,0,4,1,1,2,2,2,0,1,4,2
7,4,43,65,5,1,0,2,16,0,2,2,1,1,3,1,1,2,3,3,3,0,3,2,1,4,0,2,4,2
30,3,98,59,4,2,1,0,15,1,0,1,2,0,4,0,1,3,0,1,0,0,4,0,2,0,3,1,4,3
54,0,95,28,5,1,1,2,2,7,2,2,2,4,2,4,1,1,0,1,2,4,0,3,4,3,1,3,1,4
26,2,77,95,14,1,0,2,20,0,0,3,3,3,3,1,1,2,4,4,3,1,0,0,1,4,0,0,3,0
74,3,84,82,3,3,2,3,20,6,2,1,2,3,2,0,0,4,0,0,0,3,1,0,0,4,2,3,4,2
85,1,5,64,3,3,1,3,24,1,3,0,4,1,0,1,4,4,1,0,2,4,0,1,1,2,4,1,4,3
9,0,72,55,16,1,3,2,14,1,4,2,0,0,0,1,1,2,0,4,1,1,0,2,0,2,0,4,4,0
55,4,90,26,5,2,0,2,4,9,2,2,2,4,2,4,4,1,2,3,0,0,3,2,1,4,4,4,3,3
56,2,5,64,6,3,2,3,3,2,2,0,1,1,4,1,4,1,2,1,3,2,0,0,2,3,2,4,0,4
19,3,10,68,4,1,3,2,19,8,2,0,4,1,0,1,0,3,2,4,4,1,0,0,0,4,2,2,2,2
65,2,15,0,12,3,2,0,2,2,3,1,1,1,4,3,4,0,1,2,0,3,1,3,1,0,0,0,2,2
9,0,78,9,14,1,0,0,13,4,0,3,0,1,4,1,2,2,0,1,3,0,1,3,2,0,3,0,3,4
75,2,33,71,5,3,2,3,16,9,2,2,4,2,0,1,4,1,1,1,3,3,2,0,2,2,3,3,3,1
7,4,61,12,19,1,1,0,2,2,0,2,4,0,1,1,4,4,0,3,0,0,3,0,0,4,2,0,0,2
24,3,61,12,15,3,1,2,2,7,3,0,4,1,2,1,1,1,1,4,1,4,0,2,3,3,1,3,4,3
62,2,68,29,10,2,0,2,6,1,1,3,1,2,1,3,4,4,4,2,3,1,0,1,2,4,3,1,2,4
92,1,61,12,19,3,0,3,2,9,3,0,3,0,0,0,4,2,0,0,1,0,0,4,4,1,0,1,0,4
9,0,78,9,4,1,3,3,2,9,2,2,0,5,1,3,3,0,0,0,4,0,0,1,0,0,2,1,2,1
17,4,72,55,3,1,3,2,13,3,3,0,0,3,2,1,0,4,1,0,1,0,3,0,0,0,0,2,3,1
65,2,45,81,4,2,1,1,23,6,0,3,4,2,1,1,1,4,3,1,1,0,2,0,1,4,1,3,1,4
44,0,81,46,9,2,3,0,8,9,0,3,1,0,1,0,0,2,1,0,4,2,1,3,0,3,4,2,0,4
82,2,34,93,0,4,2,1,14,1,2,1,2,3,3,0,0,3,3,2,1,4,2,0,2,1,4,2,4,4
1,2,84,82,5,3,2,3,24,1,1,0,4,3,3,0,3,4,1,0,0,0,2,1,0,2,4,1,3,4
