column1,column2,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12,column13,column14,column15,column16,column17,column18,column19,column20,column21,column22,column23,column24,column25,column26,column27,column28,column29,column30
215,1,21,4,10,0,7,11,2,0,2,2,2,5,7,6,0,6,0,6,0,1,0,0,2,7,0,8,6,6
4,6,52,5,10,2,8,5,5,3,2,0,2,5,4,0,0,7,9,5,4,5,0,3,2,4,8,6,7,1
2,9,193,0,1,12,8,19,7,5,3,4,3,9,6,7,4,0,0,6,8,1,2,1,1,8,7,4,0,6
97,1,91,9,0,12,6,20,3,0,1,5,2,3,0,3,0,9,6,1,9,2,8,0,4,7,0,8,3,0
0,1,54,9,6,8,9,7,5,1,0,5,3,1,1,2,3,9,1,7,0,4,9,9,5,9,7,9,4,9
132,7,110,6,0,11,5,7,6,8,2,5,3,6,1,8,1,8,2,8,1,3,3,0,8,6,2,0,5,9
54,3,165,2,1,3,0,0,3,1,5,3,1,3,0,0,2,2,6,3,4,6,9,9,4,5,8,7,0,7
172,7,47,5,10,2,8,14,1,9,1,3,2,7,1,2,6,0,1,0,0,3,0,4,4,5,6,1,4,5
78,8,176,9,4,16,5,17,2,4,0,4,1,8,8,8,0,9,3,0,2,0,6,2,1,8,0,6,0,9
4,6,75,2,8,17,7,3,6,2,3,1,1,0,7,6,4,2,2,2,3,0,0,1,8,6,1,1,5,7
124,2,96,7,10,6,6,15,2,7,1,4,3,7,0,3,0,0,1,1,6,0,0,5,0,4,8,8,5,0
109,5,166,5,4,11,1,11,8,7,5,1,1,8,1,4,5,7,0,0,0,1,0,5,0,3,1,8,3,5
103,2,118,7,2,17,0,17,7,4,5,1,4,2,0,5,6,4,1,0,6,2,1,1,8,2,0,7,1,8
5,8,110,6,10,16,6,18,3,0,3,2,1,5,9,1,0,2,9,5,2,5,8,7,4,2,1,7,3,6
97,2,44,6,2,5,5,21,5,5,1,2,5,6,1,8,1,8,0,8,1,2,2,3,2,0,4,3,0,8
96,6,111,9,10,11,4,1,2,3,1,4,5,8,6,2,3,9,3,0,4,5,0,1,3,9,8,4,7,7
137,6,129,6,6,2,0,1,5,0,0,3,3,6,0,1,1,1,7,0,3,0,8,0,7,9,0,8,5,9
90,8,178,1,11,15,1,6,3,1,0,1,0,0,1,1,8,1,0,1,2,1,0,2,6,8,6,8,2,6
107,6,93,3,4,10,7,3,6,2,1,4,3,7,2,6,1,1,0,0,3,5,1,0,2,9,7,7,8,1
53,1,105,6,1,1,1,6,3,0,3,1,2,5,0,4,0,8,9,2,0,4,0,7,4,9,7,1,6,0
82,2,109,7,0,11,1,11,6,8,3,1,4,7,3,1,6,0,0,9,6,0,2,8,6,5,6,4,6,1
40,7,111,9,4,17,8,18,5,6,4,0,3,5,3,7,3,3,0,3,1,1,4,6,0,5,9,4,1,5
175,9,127,3,11,12,8,19,4,3,4,5,3,4,1,2,4,0,5,4,0,9,0,2,8,4,0,2,9,3
184,3,210,7,5,11,5,12,4,6,1,1,0,8,2,0,0,4,3,2,0,6,2,6,0,4,5,8,9,7
50,4,61,8,4,6,0,23,6,4,0,3,0,4,5,5,0,0,0,0,1,8,1,3,3,8,5,9,2,8
124,2,48,4,5,9,7,19,7,5,1,1,2,0,7,2,7,0,1,1,1,2,0,2,3,4,0,8,0,2
138,3,168,1,7,15,8,12,6,5,0,1,3,7,3,0,0,1,2,9,2,0,2,1,6,8,8,9,9,0
81,6,1,5,3,0,2,3,7,5,3,2,2,8,0,3,0,7,0,0,3,5,2,2,5,6,0,5,6,2
117,8,74,3,4,16,0,17,5,6,1,0,3,7,0,0,0,3,0,9,2,3,4,6,4,9,8,3,4,4
11,8,213,0,10,10,1,9,7,8,1,0,4,9,3,0,9,0,1,0,2,3,1,8,9,1,0,7,7,0
114,7,36,5,4,12,1,19,7,5,0,5,3,1,0,1,0,7,0,7,1,1,0,0,8,6,2,5,5,7
29,0,48,4,4,13,4,11,2,0,1,1,2,7,1,0,0,4,1,9,5,0,0,7,2,4,0,4,3,1
101,9,78,4,0,2,0,21,1,4,1,1,3,6,0,5,0,6,0,5,8,9,1,3,3,5,2,6,6,8
31,0,9,9,3,10,6,15,0,8,0,5,2,6,0,3,3,1,0,4,0,7,3,1,6,3,8,4,5,6
0,0,188,2,10,0,7,11,2,0,0,2,2,2,1,8,2,0,2,1,0,9,8,0,5,5,5,7,4,2
205,6,9,9,4,10,0,12,3,2,0,3,3,1,3,5,3,9,3,7,1,5,1,2,8,5,5,8,2,0
0,1,115,8,4,17,8,3,1,6,0,5,0,2,6,0,1,1,2,1,9,0,4,6,2,8,2,6,5,2
213,5,170,8,10,12,9,9,0,1,2,3,0,4,1,1,5,0,5,4,2,0,2,1,2,4,3,2,4,3
1,7,21,4,3,8,8,21,3,2,5,1,1,1,2,7,7,0,0,2,0,3,0,1,3,6,6,4,5,7
141,2,141,1,6,13,6,11,5,0,1,1,3,6,0,6,0,2,3,4,6,2,0,7,6,4,1,4,2,0
174,0,83,6,3,2,7,1,7,4,1,4,1,6,1,6,0,8,7,5,5,0,1,3,5,8,2,2,7,4
37,1,172,6,11,12,8,23,3,9,0,3,3,1,1,7,0,1,0,4,0,4,0,4,1,7,8,6,4,7
28,8,4,1,3,5,4,0,6,8,1,5,3,0,6,0,8,1,0,1,2,3,1,8,0,2,2,4,8,7
141,3,94,5,4,5,8,11,0,5,4,5,3,0,1,0,0,7,1,2,1,0,0,3,2,4,7,2,8,0
30,0,174,3,9,2,0,15,3,9,0,3,3,1,6,0,4,2,8,2,3,7,2,1,9,8,8,0,1,9
182,7,27,2,10,3,3,19,1,0,0,3,1,4,4,1,2,2,5,1,1,1,8,1,8,2,8,9,7,0
71,9,186,9,2,17,0,11,5,9,1,5,2,3,0,5,0,0,4,3,0,9,0,4,8,6,2,4,2,0
212,6,169,0,4,0,3,11,0,5,0,3,2,6,4,1,9,0,7,8,3,5,0,1,3,2,4,7,0,6
128,8,132,4,0,12,6,17,3,3,1,4,4,4,9,3,0,0,5,4,2,1,7,1,1,4,4,3,2,1
91,4,185,1,10,7,5,15,6,9,1,1,3,6,8,8,8,2,7,8,0,8,1,1,3,5,2,0,3,5
71,9,178,1,4,0,3,12,2,8,2,1,2,3,0,1,8,1,6,3,8,0,5,8,8,9,2,2,0,6
180,0,165,2,5,11,5,16,6,8,2,3,4,7,8,0,2,0,2,3,0,7,5,8,9,2,2,8,5,7
12,0,156,5,7,16,6,17,3,3,3,5,2,3,0,3,5,4,0,1,6,7,0,1,4,0,9,3,1,7
39,5,203,3,11,10,2,11,0,5,5,2,5,1,5,1,3,3,0,2,4,0,0,1,9,4,7,8,6,8
8,5,131,1,7,7,4,14,1,9,3,3,5,7,6,0,0,1,1,1,4,0,0,1,0,4,8,1,1,2
191,1,0,8,11,5,3,12,2,8,5,5,0,7,4,1,1,5,1,0,0,4,5,0,4,6,8,0,4,4
62,1,100,0,4,11,1,6,4,0,5,2,2,9,3,4,1,0,4,1,9,4,8,7,0,4,8,4,8,9
196,6,145,3,10,5,1,2,5,1,5,5,4,0,3,4,1,3,3,2,3,5,9,0,3,3,8,4,5,6
6,3,215,9,2,10,0,12,4,6,2,3,2,5,0,5,0,9,2,6,4,0,1,0,2,6,8,0,0,5
23,1,20,7,1,8,0,12,6,5,5,5,3,3,2,1,1,4,0,3,9,0,0,1,3,9,7,2,8,0
39,5,93,3,6,12,8,15,0,8,5,1,5,0,1,2,4,3,0,2,0,2,5,8,9,6,6,8,4,4
70,3,135,0,5,14,2,12,3,2,2,1,0,8,0,1,3,0,0,1,0,6,5,1,8,1,6,2,0,6
50,0,63,4,8,15,2,8,3,9,0,5,5,5,5,2,7,0,2,8,7,7,3,0,2,3,0,0,6,7
81,6,129,6,11,2,4,10,1,0,3,5,1,4,6,0,6,8,0,0,3,5,0,0,6,8,0,8,0,2
138,3,169,4,9,16,2,6,0,8,0,1,0,0,5,0,7,0,0,2,2,2,5,0,6,4,5,9,5,7
108,3,162,7,6,11,7,4,3,0,1,3,0,3,7,1,6,4,0,1,2,0,8,0,8,1,8,4,6,6
167,9,75,2,0,10,9,10,0,7,3,2,2,8,1,1,1,0,3,1,0,9,0,5,5,3,8,7,8,1
4,6,195,0,7,13,6,15,2,7,4,5,3,6,9,4,1,0,0,0,4,0,2,1,5,2,6,8,4,6
88,5,124,1,5,10,9,11,0,5,5,5,4,0,6,0,8,2,0,1,0,0,0,1,6,5,0,3,0,4
64,5,39,1,5,7,4,1,4,8,5,4,1,0,6,0,0,1,1,2,4,0,1,0,9,9,8,8,4,9
179,6,65,6,10,3,3,17,7,4,1,2,0,3,4,0,1,1,4,1,5,0,6,3,5,5,9,1,8,6
99,5,171,0,2,1,1,23,3,9,1,5,0,1,0,4,1,0,8,0,0,2,3,4,8,5,7,5,5,6
90,8,176,9,10,5,1,7,6,8,0,2,0,7,3,1,3,9,1,0,2,1,5,8,8,5,3,3,5,2
214,4,79,0,8,0,2,9,0,1,0,1,3,7,5,2,9,0,1,9,7,8,9,9,6,5,0,2,5,9
146,0,152,7,7,14,3,17,5,6,5,0,3,5,0,0,0,4,0,5,6,1,4,6,4,2,4,0,3,0
64,5,68,0,10,10,1,18,3,0,2,3,5,8,3,1,0,3,3,1,1,4,0,7,6,1,4,0,2,7
127,3,122,0,0,17,7,2,8,3,5,2,5,1,2,6,9,0,8,2,2,0,7,1,6,8,6,9,2,7
193,4,212,3,2,13,6,15,7,3,5,1,5,0,9,5,0,1,0,1,7,0,0,2,2,1,8,9,2,1
92,7,155,0,10,16,6,21,6,8,0,5,4,3,1,3,9,0,0,1,0,1,5,8,3,3,6,4,4,9
184,3,147,3,8,3,0,8,0,0,4,5,5,9,0,5,1,2,4,6,2,2,8,7,7,3,8,1,6,1
8,1,55,8,10,8,4,1,5,0,5,4,0,0,6,9,0,5,0,2,9,4,0,7,7,9,7,2,2,5
128,8,29,9,4,15,2,2,0,1,3,3,2,4,3,3,3,0,2,6,1,1,9,9,3,7,7,9,4,9
167,9,74,1,10,9,2,23,3,9,3,3,2,4,2,2,8,1,5,4,0,9,3,4,1,6,8,2,6,9
122,0,61,8,10,13,1,21,6,8,5,3,4,1,0,4,0,0,0,2,5,0,5,0,3,0,4,4,6,9
24,6,79,3,10,17,2,8,2,8,0,0,2,9,5,1,4,1,4,6,3,5,5,8,6,9,0,9,1,6
90,8,81,8,0,16,2,0,1,0,4,1,0,8,5,2,0,5,1,0,2,1,8,0,1,4,8,4,1,6
17,6,196,9,3,16,2,18,3,0,3,1,2,5,5,3,3,0,9,7,1,5,0,7,8,4,1,2,9,0
24,6,1,5,5,14,2,2,2,0,2,1,3,6,5,0,5,0,7,0,1,0,0,7,5,2,2,9,4,1
158,9,144,0,3,5,4,6,3,0,3,3,2,4,1,9,1,3,0,1,8,1,0,7,6,6,0,0,8,1
198,9,23,8,5,14,2,23,8,2,5,3,3,8,5,2,0,5,3,1,8,9,1,1,1,9,8,3,1,0
105,4,157,2,2,17,2,11,2,0,0,0,5,6,5,2,2,0,0,3,7,0,0,0,6,2,7,3,8,2
167,9,128,9,5,7,4,17,3,3,5,4,2,0,6,0,3,9,0,2,0,9,0,1,6,4,9,3,3,7
11,8,95,1,7,7,4,19,7,5,0,5,2,6,6,0,0,2,1,4,2,3,2,2,3,5,6,3,1,7
97,1,122,0,8,7,7,15,6,9,2,5,3,6,7,6,0,3,7,8,9,4,3,2,6,2,0,0,5,9
10,7,65,0,5,17,0,21,6,8,0,3,3,1,4,5,9,1,0,7,1,3,5,8,2,8,1,4,0,0
128,8,71,0,3,5,4,9,5,4,5,5,2,4,6,9,1,0,5,0,2,2,6,2,8,2,4,7,3,4
201,8,111,9,10,4,0,0,6,8,2,2,4,1,0,0,0,9,1,3,0,1,5,8,7,6,8,8,2,0
167,9,10,0,7,6,5,2,5,1,1,4,3,7,1,0,9,0,0,1,8,9,9,0,5,0,8,2,6,1
215,1,166,5,10,0,7,21,0,7,0,2,0,3,7,3,5,7,6,3,2,4,0,1,0,6,3,4,5,2
41,6,49,2,1,13,3,6,0,8,4,5,4,4,4,0,2,2,0,4,3,0,5,0,0,2,8,1,1,6
95,2,67,1,4,9,0,0,7,4,5,5,2,4,0,0,8,2,5,0,6,2,1,3,7,7,9,7,6,7
137,6,99,2,7,11,8,9,7,8,2,5,2,7,2,7,0,2,1,9,3,0,3,8,3,2,4,0,4,0
53,1,85,5,0,11,5,17,4,5,1,1,1,0,8,0,5,7,2,0,0,2,0,1,0,1,0,3,5,1
146,6,142,5,5,14,2,23,5,6,0,5,2,6,0,0,5,3,7,2,4,4,2,1,6,2,9,3,2,2
13,0,215,0,10,14,5,11,0,5,5,5,3,3,8,8,1,1,6,1,5,7,2,1,9,5,0,2,5,8
83,8,197,4,1,12,8,4,0,9,0,1,5,1,1,7,0,0,8,7,0,1,3,4,1,9,5,9,9,7
191,1,166,5,1,0,8,18,8,1,1,5,1,9,1,2,5,2,4,1,9,4,9,0,3,8,8,4,3,6
102,1,89,1,3,16,2,4,2,7,2,4,1,1,0,1,8,2,0,2,9,1,0,3,5,1,8,8,5,0
25,4,180,6,10,7,5,21,2,1,1,3,0,3,0,8,0,0,6,0,7,8,9,9,3,7,4,9,5,1
185,8,60,3,2,12,4,6,6,0,0,2,5,3,6,9,4,1,0,3,0,3,8,0,3,7,5,1,9,8
176,2,129,6,5,5,1,2,8,3,2,2,3,0,3,4,1,8,3,1,6,0,7,2,8,8,8,0,5,6
41,6,60,3,7,2,5,23,3,9,5,2,5,1,1,8,1,3,1,7,1,3,3,0,3,6,8,0,7,4
108,3,40,1,10,10,1,17,0,7,1,5,1,9,3,1,8,2,4,6,0,6,3,5,5,6,0,8,5,7
103,2,123,5,10,7,5,21,3,2,2,2,4,8,8,0,5,7,1,1,0,1,0,1,3,5,6,8,5,8
175,9,20,7,7,13,6,5,3,7,4,4,1,6,9,3,6,4,7,3,8,0,0,5,5,4,7,1,7,6
184,3,210,7,9,13,8,9,6,3,5,1,1,8,0,7,6,4,3,6,0,6,7,2,8,4,4,2,8,0
9,2,135,0,1,15,2,18,6,2,1,2,1,2,0,1,9,0,2,1,6,0,1,1,2,5,8,3,1,8
54,3,38,6,11,10,2,11,2,0,0,0,4,5,0,1,1,1,9,5,0,0,8,7,6,4,1,3,0,1
163,5,36,5,0,14,4,19,0,7,5,1,2,9,2,0,5,3,4,1,4,3,0,5,1,3,0,8,8,5
175,9,99,2,2,5,5,21,6,8,1,5,5,4,3,8,0,2,5,4,8,9,3,0,2,8,8,6,5,7
200,7,130,2,2,3,4,5,3,7,1,3,3,2,1,9,0,2,2,1,1,3,3,1,3,5,7,8,4,6
206,2,98,0,3,1,1,10,0,7,4,5,1,7,3,1,9,0,2,9,6,7,1,1,9,8,4,8,7,6
163,5,188,2,0,10,9,4,2,7,5,4,2,5,0,2,2,2,9,3,4,3,0,0,5,8,5,8,6,2
67,2,140,7,1,14,9,8,1,1,0,2,3,8,1,0,0,0,3,0,0,4,9,2,8,7,8,8,7,9
173,3,114,0,2,15,6,12,3,1,5,1,0,3,9,2,0,0,0,3,0,6,2,9,9,1,4,5,7,7
179,6,193,8,4,16,5,0,5,9,1,1,5,0,8,8,0,0,0,2,1,3,0,0,0,5,6,8,1,9
135,2,213,0,9,0,3,1,3,9,4,1,4,2,0,0,9,0,2,0,6,0,3,4,2,9,9,2,9,9
136,5,78,4,10,11,4,20,7,9,2,5,3,6,6,9,7,6,7,8,1,0,0,4,3,4,2,5,7,5
205,6,120,7,3,14,7,17,4,5,1,3,4,2,7,6,0,1,2,3,6,0,0,0,4,0,9,4,0,0
190,5,16,4,0,17,7,19,5,6,1,1,4,1,7,2,0,0,8,5,4,0,4,6,7,9,5,3,8,4
30,0,26,1,1,0,1,19,1,0,0,3,2,0,0,1,3,3,0,2,5,1,0,0,8,3,6,3,6,1
14,9,167,6,3,1,1,12,1,1,5,5,3,3,0,1,0,0,6,0,0,1,9,9,0,1,7,1,0,8
45,2,24,5,11,17,6,17,3,3,0,3,5,5,9,5,0,7,9,3,6,0,7,1,3,5,8,5,8,3
56,0,155,2,10,15,8,8,3,9,3,2,3,1,2,1,0,0,8,2,5,0,0,0,3,3,7,7,8,1
106,4,133,7,0,11,5,7,2,5,0,5,4,3,8,0,0,4,2,4,0,0,0,1,2,2,7,6,3,1
58,7,202,4,8,3,9,16,6,8,5,4,4,3,6,1,0,6,6,3,0,3,2,8,0,7,7,8,7,7
76,6,102,4,4,7,7,0,7,5,1,4,1,6,1,6,7,0,1,4,3,0,0,1,8,5,6,3,0,0
39,5,100,0,4,9,0,23,4,1,2,5,2,7,2,5,9,0,0,9,2,0,0,9,2,0,8,6,6,0
107,6,4,1,2,13,6,17,2,0,5,5,1,1,3,0,0,2,8,7,1,0,0,7,1,5,2,1,5,6
214,4,202,0,2,4,7,1,4,8,1,4,0,2,7,2,2,0,0,1,0,0,1,0,7,5,8,2,2,8
95,2,77,5,8,10,9,12,1,2,5,4,3,6,1,0,0,0,1,0,0,0,1,0,3,4,7,0,0,8
42,9,96,7,10,15,0,7,6,8,4,5,0,3,0,5,0,4,4,3,8,1,5,8,5,7,8,8,9,9
196,6,198,6,2,11,8,17,4,5,0,2,4,5,2,7,1,1,9,1,3,5,1,2,8,4,9,9,7,7
46,4,25,0,11,11,8,3,7,5,0,3,3,1,1,7,9,0,0,2,0,0,0,1,5,7,1,9,1,0
61,6,9,9,8,6,4,15,6,9,1,0,3,7,1,9,0,1,1,0,3,0,0,4,0,8,0,2,1,6
173,3,144,0,7,17,4,8,3,9,5,1,3,0,6,9,9,0,0,2,0,2,3,6,1,0,6,1,9,0
177,8,122,0,10,11,4,15,1,0,0,1,0,0,0,0,9,0,0,1,2,1,8,0,5,9,7,8,8,8
129,9,105,6,4,13,4,19,3,8,0,5,1,9,0,9,1,8,0,6,0,9,5,0,3,3,4,2,5,7
79,0,25,0,11,17,6,11,7,4,0,3,1,4,9,5,1,0,5,4,5,9,6,2,2,6,5,4,5,6
90,8,75,2,4,2,9,10,6,3,5,0,5,1,1,1,0,2,8,3,2,1,7,2,0,2,8,5,5,0
61,6,167,6,11,6,0,20,4,4,5,2,1,6,0,5,0,2,1,0,3,5,1,0,1,2,8,4,9,8
169,8,193,8,10,17,2,9,2,5,1,5,2,3,5,2,1,5,5,1,2,1,2,2,6,8,5,4,4,2
107,6,92,6,11,0,3,16,4,1,3,5,2,3,0,1,0,1,0,1,3,5,0,0,6,4,0,8,6,3
183,1,205,8,4,14,3,2,8,3,1,1,0,8,4,1,0,0,3,0,0,0,0,0,5,3,0,9,0,1
83,8,127,1,3,16,2,14,6,6,2,1,3,6,0,1,8,3,7,4,0,1,1,0,3,4,5,8,5,7
195,2,170,8,8,16,9,13,7,6,3,1,3,3,2,2,5,0,0,3,6,2,4,6,8,7,9,1,6,0
169,1,193,8,4,10,7,15,3,9,4,5,2,1,7,6,0,5,8,7,2,0,3,4,1,9,8,4,5,8
58,7,141,1,1,3,8,14,5,2,5,1,3,0,2,7,8,3,0,2,1,1,0,0,3,7,7,8,8,7
183,2,167,6,10,7,5,1,7,4,2,3,2,5,8,8,0,8,0,5,6,2,6,3,3,8,8,0,9,9
184,3,78,4,0,12,6,11,2,0,5,5,2,4,9,3,7,6,5,4,2,6,8,7,4,3,4,9,9,7
210,0,30,7,6,5,4,9,1,7,5,1,4,2,6,0,0,4,1,3,0,1,0,1,7,9,2,9,4,1
36,4,6,7,7,9,2,2,5,1,5,4,5,2,0,1,0,1,2,0,7,0,0,0,5,9,3,4,1,6
50,4,34,8,4,6,0,13,3,0,3,2,4,7,0,0,2,5,1,9,1,8,0,0,1,5,7,1,0,0
23,1,163,9,10,5,1,16,3,4,3,5,2,3,1,1,3,9,0,3,2,4,6,3,6,2,8,8,7,8
177,8,62,5,3,15,1,1,2,3,2,0,2,5,3,1,6,7,1,0,0,2,7,2,6,4,6,3,2,0
140,2,188,2,10,5,1,5,5,3,0,1,2,8,0,0,0,2,0,1,6,2,0,2,9,6,7,8,1,9
167,9,131,1,5,16,7,23,7,0,1,1,2,7,0,6,1,2,2,0,0,9,8,0,0,5,1,9,6,4
27,5,212,3,0,14,4,14,6,6,2,4,4,8,0,0,0,3,3,2,0,3,0,0,4,3,4,5,6,8
24,6,14,8,6,10,6,7,4,7,1,4,3,7,3,1,0,1,1,9,0,5,0,5,3,9,2,1,0,1
50,4,89,1,5,5,6,3,1,6,5,0,3,5,9,1,8,1,9,5,0,1,4,0,8,6,8,3,1,6
77,7,77,2,3,17,6,5,3,7,2,2,2,4,2,3,2,0,5,4,1,3,3,5,5,5,8,5,9,3
132,7,47,5,4,0,1,11,3,1,2,5,1,1,3,4,5,4,8,5,1,1,0,9,9,5,2,4,2,9
23,1,182,7,7,10,7,19,6,4,4,5,3,6,1,2,6,4,0,8,2,2,6,1,7,9,5,2,7,7
120,3,110,6,7,10,7,23,8,2,1,5,4,9,0,6,0,8,4,0,0,6,1,1,4,2,3,8,0,0
129,9,215,9,2,0,7,21,6,8,4,3,0,5,7,3,0,2,0,5,8,9,2,8,3,3,6,2,6,1
104,0,196,9,4,5,8,11,8,7,2,1,3,6,2,2,3,9,7,8,5,7,1,1,0,4,7,8,0,0
17,6,53,7,0,11,5,11,7,4,5,0,0,6,8,0,0,4,7,8,3,0,6,3,2,7,9,3,1,7
107,6,0,8,10,11,4,0,7,1,2,5,3,6,0,0,0,5,7,8,4,0,0,0,3,8,7,7,3,1
33,6,40,1,10,17,2,9,6,3,2,0,1,1,5,2,8,1,8,7,4,5,0,1,5,5,7,4,1,0
185,8,179,5,1,0,8,17,5,6,2,2,4,8,0,7,0,4,1,1,0,2,0,6,1,8,0,3,3,7
28,8,193,0,7,0,1,17,5,6,4,1,2,2,3,1,0,0,2,0,2,1,4,0,4,4,4,4,9,7
107,6,68,0,10,4,0,12,2,8,2,5,1,1,0,0,0,2,8,7,4,3,5,8,7,9,9,5,5,7
208,9,28,0,0,7,8,7,3,4,5,3,0,4,1,0,1,0,0,4,8,9,6,4,8,9,0,8,6,9
146,1,49,2,10,14,5,23,3,9,1,2,4,5,8,8,2,0,9,5,9,4,1,1,7,5,9,8,3,1
52,6,158,3,4,9,0,4,1,0,5,1,1,8,2,0,3,1,1,1,3,6,0,0,7,2,6,8,3,0
106,8,52,5,6,11,7,7,2,5,2,0,4,0,1,6,5,4,3,2,2,6,0,1,9,8,2,0,2,6
70,3,43,0,5,0,9,23,3,9,0,4,2,0,1,1,9,0,1,1,0,0,3,0,6,9,8,3,7,6
154,3,21,4,10,3,3,9,0,1,5,4,1,5,4,0,0,6,9,5,0,0,9,0,6,4,6,9,0,2
