column1,column2,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12,column13,column14,column15,column16,column17,column18,column19,column20,column21,column22,column23,column24,column25,column26,column27,column28,column29,column30
22,0,73,0,0,2,3,5,8,5,0,4,2,0,3,4,2,1,0,0,3,1,0,3,3,3,2,2,4,2
122,2,57,0,0,2,3,6,2,3,2,5,3,0,2,1,0,0,3,0,1,4,3,0,0,0,2,0,4,3
174,2,68,4,1,1,1,6,8,6,4,2,5,0,1,4,0,0,1,1,2,4,4,0,2,1,2,0,2,0
13,0,13,1,2,3,2,5,1,3,0,3,1,1,4,2,1,0,3,3,3,1,4,2,0,4,1,1,2,2
134,0,107,1,0,3,0,5,2,7,4,4,1,4,4,1,4,4,0,3,2,1,2,0,4,4,0,4,1,1
213,1,72,2,1,0,0,3,4,7,4,4,1,4,3,0,3,0,0,4,2,3,1,1,0,1,0,2,3,3
82,0,30,4,1,2,2,4,0,1,1,3,1,0,0,0,2,0,2,1,3,1,0,0,1,4,1,1,1,1
74,4,179,0,0,3,0,0,8,5,3,3,3,0,2,1,2,2,4,2,4,2,4,1,1,1,1,2,4,2
115,4,171,0,1,0,0,6,7,8,2,3,2,4,2,0,3,0,0,2,0,2,0,1,0,4,4,0,4,2
8,3,164,3,3,0,3,3,9,8,4,2,4,1,1,2,1,0,0,2,2,0,2,3,1,4,1,3,0,4
39,3,93,1,0,2,3,7,0,9,3,4,1,1,1,4,1,1,3,4,1,1,0,1,2,0,1,0,4,1
143,0,189,3,2,0,2,6,0,5,4,4,1,4,1,2,2,0,4,2,3,1,0,2,0,3,2,1,2,3
29,3,146,2,3,1,1,2,6,0,0,5,1,0,0,3,1,1,1,0,1,0,2,0,2,2,4,1,0,4
203,3,177,2,2,3,2,2,2,0,0,4,1,4,3,1,0,4,1,1,2,1,3,2,2,3,1,2,3,3
174,4,159,0,1,2,2,6,0,5,1,4,1,4,0,0,0,4,4,0,0,0,3,4,4,1,3,1,2,2
151,1,107,1,0,1,2,0,8,5,4,2,1,3,4,3,0,1,1,2,2,3,3,0,4,3,4,0,4,2
113,4,23,0,2,0,2,4,5,7,3,5,1,4,2,0,0,4,0,0,4,0,3,2,3,3,1,4,2,4
66,0,73,0,1,3,1,6,9,4,5,1,1,3,1,1,0,0,0,1,3,2,1,0,3,3,4,2,4,2
189,1,26,1,1,0,0,0,6,7,4,4,2,3,1,0,0,2,2,0,2,2,4,1,3,1,1,3,3,1
100,2,210,3,3,2,1,9,2,8,1,2,1,0,1,1,0,2,1,2,0,4,0,0,3,4,3,2,4,2
8,0,2,4,3,1,1,1,9,7,3,4,0,0,2,4,2,1,2,0,3,2,1,0,0,2,3,3,1,2
170,4,210,3,3,1,0,0,6,7,4,5,1,1,2,0,1,1,2,3,0,2,0,0,2,1,3,1,2,1
70,3,178,4,3,2,1,1,8,1,4,5,4,3,1,4,3,0,2,4,1,1,1,0,0,4,3,3,4,1
102,3,134,4,2,3,2,0,0,3,3,5,3,1,3,1,3,0,3,1,1,0,3,2,4,2,2,1,2,1
161,0,105,3,1,1,3,9,0,7,3,4,0,0,2,1,2,1,0,0,0,2,0,0,4,4,3,1,2,3
161,0,186,0,0,2,3,3,6,2,3,1,2,3,4,1,1,0,1,1,3,2,2,1,2,0,1,1,2,2
102,3,120,2,2,1,0,2,5,8,4,0,4,3,3,0,3,0,0,0,4,0,4,0,3,1,1,1,4,4
145,1,109,4,0,2,3,5,6,0,3,0,3,3,0,0,3,2,4,1,1,3,2,3,1,3,1,3,2,4
72,1,59,3,1,2,0,6,1,2,4,4,3,2,2,4,4,3,1,1,2,1,4,1,1,1,0,1,4,2
69,2,184,1,3,3,3,8,6,4,2,2,1,1,4,3,4,0,4,1,1,4,0,0,1,2,4,0,4,2
33,1,186,2,2,2,0,2,9,6,4,3,1,3,3,0,3,0,0,1,1,4,2,1,0,3,4,3,2,1
14,2,113,4,0,0,1,0,9,8,3,3,3,0,2,2,0,1,2,2,0,4,1,0,1,3,3,0,2,1
175,1,127,2,2,2,0,2,7,5,3,3,3,0,3,4,0,0,0,2,4,3,4,0,0,3,2,2,4,2
34,2,122,0,1,2,2,1,5,2,3,1,4,1,0,1,2,0,0,0,0,1,0,2,4,0,1,3,4,2
55,0,142,0,1,0,0,1,8,1,3,1,1,0,2,1,0,1,0,4,2,1,0,0,0,0,3,3,2,3
66,0,64,3,3,3,3,0,9,8,0,1,3,2,2,2,4,3,0,0,2,2,0,0,2,4,1,3,4,2
200,4,66,0,0,0,1,6,8,6,1,4,0,0,2,0,2,0,2,1,4,0,1,0,4,3,3,3,4,2
177,0,92,3,2,2,0,8,9,7,0,2,3,0,2,0,2,0,0,3,0,0,1,1,0,1,4,2,3,2
10,4,76,4,3,0,3,9,2,8,4,2,1,4,1,2,0,0,0,0,3,2,0,3,1,4,0,0,1,1
127,2,70,4,1,1,3,6,7,8,3,4,1,1,1,2,1,1,2,2,0,4,0,3,0,1,0,2,2,0
210,4,23,0,1,0,0,2,2,7,5,2,4,2,2,0,4,3,2,3,4,2,4,1,1,4,1,2,4,2
115,4,182,0,3,1,1,3,8,9,5,1,1,3,0,4,0,0,2,0,4,0,2,2,4,1,3,2,4,2
84,1,200,3,0,0,1,9,0,3,4,2,5,0,2,2,1,1,3,2,2,4,0,0,2,3,0,1,4,2
95,2,156,0,2,0,2,0,2,6,3,1,2,3,2,1,3,2,0,4,4,3,2,2,1,0,3,1,4,1
94,2,24,1,0,2,3,1,2,6,3,4,2,2,1,3,1,0,1,1,3,1,2,3,1,0,1,1,3,2
44,3,208,4,2,0,2,2,4,4,3,4,2,4,0,3,2,0,1,1,1,0,3,2,0,3,1,4,0,2
115,4,64,3,2,3,2,8,9,7,2,4,2,1,1,3,1,1,0,0,0,0,0,2,0,0,4,4,3,2
50,3,200,2,2,2,0,3,9,8,0,4,1,4,3,0,3,4,1,2,2,0,2,0,0,4,1,2,2,2
133,1,75,0,3,3,3,0,6,7,3,3,0,2,1,1,1,3,0,3,1,3,0,3,1,4,3,0,4,1
55,0,131,3,2,0,3,0,2,6,0,2,1,3,0,2,3,2,0,0,3,2,2,0,2,3,1,3,3,3
193,3,30,4,0,3,0,2,7,5,3,4,5,0,0,0,0,0,4,0,2,1,4,0,1,3,0,1,3,4
185,4,144,3,2,1,0,9,9,5,3,2,2,1,2,2,1,1,4,0,0,0,2,1,0,4,3,0,2,4
125,3,52,3,1,2,2,3,2,6,3,5,3,1,2,2,2,2,0,1,4,0,0,0,2,0,1,3,3,3
45,2,194,0,2,0,2,1,0,0,3,3,5,2,0,0,1,3,2,0,0,1,3,2,1,1,3,0,2,4
195,1,36,0,3,1,1,8,5,3,4,3,1,0,1,0,2,0,0,3,4,0,1,0,0,4,1,2,2,4
8,3,68,4,3,1,1,6,0,5,3,4,0,0,0,0,2,1,4,0,4,0,0,0,0,0,1,0,2,3
113,4,153,0,2,1,0,0,8,5,2,4,2,2,2,1,4,0,0,0,4,0,2,1,0,3,2,0,4,0
161,0,64,3,0,1,2,3,4,7,0,3,2,4,0,0,0,3,2,0,3,1,0,2,3,2,4,3,2,4
163,1,170,1,2,0,2,0,8,5,3,3,2,1,4,1,1,0,4,0,2,3,3,0,0,1,1,0,4,2
69,2,103,4,2,1,0,5,9,6,3,2,1,4,0,0,0,3,1,4,4,0,3,0,2,1,0,0,2,1
86,2,154,2,1,0,0,1,6,5,4,2,3,1,1,0,2,1,3,0,0,4,4,0,1,2,1,1,0,2
82,0,159,0,3,2,1,8,3,5,1,3,1,0,0,1,0,1,0,0,0,0,0,4,4,3,3,3,1,0
145,1,176,1,2,2,0,0,6,7,4,2,3,1,4,1,2,4,0,0,2,4,0,1,0,2,3,3,2,3
25,2,50,0,3,1,1,2,2,7,1,5,2,0,2,1,2,0,2,3,2,4,0,2,4,4,0,1,2,0
102,3,200,2,0,2,3,3,1,4,3,1,4,1,3,2,1,0,4,1,1,1,0,0,1,1,1,0,0,3
11,0,107,1,3,3,3,6,0,5,1,3,1,0,0,3,0,0,4,2,3,1,2,0,0,3,1,1,4,1
9,2,76,4,2,0,2,4,4,5,1,2,4,0,4,4,0,0,4,1,4,4,3,2,0,1,2,1,3,3
170,4,128,1,1,2,2,2,0,1,3,3,1,3,4,1,3,0,4,4,0,2,3,0,0,2,0,4,4,2
16,4,215,3,3,2,1,3,6,2,4,3,2,4,1,4,0,3,1,2,1,0,0,4,4,3,4,2,0,2
32,0,201,1,1,0,0,9,7,9,2,2,1,1,1,0,0,1,3,0,3,1,4,1,3,0,1,1,4,3
23,1,204,0,1,1,3,1,6,5,1,3,0,1,2,1,3,0,0,2,2,4,0,3,4,4,2,4,4,3
31,3,177,2,0,0,1,5,2,7,3,5,3,1,3,0,0,0,3,3,1,1,0,0,4,1,4,2,1,2
20,2,69,3,0,2,3,5,6,0,5,3,2,0,0,0,2,0,0,0,0,4,0,3,2,3,1,1,2,2
139,1,35,3,0,3,0,6,9,4,3,1,5,4,1,0,4,4,4,2,2,4,2,1,4,2,2,4,0,2
117,0,80,1,3,1,1,0,6,7,3,3,1,3,4,3,3,2,2,0,0,2,1,2,0,2,0,2,2,0
38,3,63,2,0,0,1,0,8,5,4,4,3,2,1,0,4,1,4,0,2,4,1,0,2,4,3,0,2,1
161,0,110,3,2,2,0,1,4,8,0,3,3,3,1,2,0,0,1,0,0,2,4,1,3,3,3,0,4,4
125,3,11,0,0,0,1,1,9,7,3,3,1,3,2,4,0,0,0,3,2,0,0,0,4,3,4,0,4,2
178,4,1,1,1,3,1,7,9,8,3,3,3,0,1,1,0,0,1,2,4,2,1,2,2,4,1,4,1,4
63,3,29,3,0,1,2,6,2,3,1,4,3,1,2,3,2,1,0,2,1,0,2,2,4,4,0,1,4,1
63,3,63,2,3,2,1,5,5,8,3,3,0,2,3,0,4,3,1,0,2,1,0,0,4,3,1,2,2,4
190,4,58,1,3,0,3,8,8,9,3,2,0,3,4,1,3,0,3,0,4,2,0,3,4,4,1,4,1,1
88,0,43,4,0,0,1,6,6,0,3,0,2,2,1,0,4,3,3,0,3,1,4,2,4,4,4,0,1,0
67,1,63,2,1,0,0,8,2,1,2,4,3,4,3,1,0,4,0,4,2,2,4,0,4,0,1,0,0,1
189,1,131,3,0,0,1,5,3,2,5,4,5,2,0,0,4,3,1,1,3,3,0,0,4,3,0,2,4,1
93,3,59,3,1,1,3,9,8,4,4,5,2,2,1,2,1,3,4,2,1,1,3,0,0,0,2,1,2,1
111,3,69,3,2,0,0,7,0,9,3,0,1,1,0,0,1,1,3,0,1,1,4,1,4,3,4,3,2,2
166,3,135,0,2,0,2,8,4,0,0,5,3,4,4,0,2,4,1,1,1,1,3,2,4,3,3,2,4,1
100,0,18,2,0,2,3,0,5,2,3,3,5,2,3,0,2,1,1,1,3,2,2,3,0,3,0,0,1,2
16,4,135,0,1,2,2,6,0,5,1,5,0,2,2,1,4,3,0,2,4,2,3,0,3,3,2,1,4,3
116,3,186,2,2,2,0,8,2,1,3,3,1,3,0,3,0,0,2,2,4,0,4,1,4,3,3,0,4,2
50,3,209,1,0,3,0,1,8,1,3,2,5,1,1,3,1,1,2,4,1,3,2,1,0,4,3,3,4,2
214,3,199,3,0,3,0,7,8,6,2,5,3,0,1,2,1,1,0,1,1,1,4,0,4,1,0,2,3,0
63,3,78,3,2,1,0,1,3,4,1,1,4,3,2,2,0,1,4,1,2,4,1,1,2,0,1,2,0,2
213,1,162,1,2,3,2,1,8,1,0,2,4,2,4,3,4,3,2,4,2,3,3,0,1,3,3,1,2,2
208,2,74,3,2,2,0,0,6,7,1,2,4,0,1,0,2,0,2,3,0,3,4,0,0,0,1,2,4,4
18,3,57,0,1,1,3,5,9,6,1,2,4,0,2,1,2,0,1,4,2,1,2,0,1,1,3,2,3,2
205,3,157,4,1,1,3,5,9,6,4,1,2,0,0,4,0,1,1,2,3,1,0,3,0,3,3,4,3,1
138,4,188,4,3,2,1,1,8,1,4,2,5,4,0,4,4,0,2,4,0,0,0,0,4,4,3,1,3,0
100,2,170,1,1,2,2,2,9,6,2,2,4,4,4,3,0,4,2,0,0,1,3,2,1,0,1,3,4,4
72,1,80,1,2,0,2,1,2,6,0,1,1,0,1,4,2,0,0,4,2,3,4,2,4,0,0,2,4,2
198,2,30,4,1,3,1,5,7,2,1,4,0,0,0,0,0,1,3,1,1,3,1,4,0,3,1,3,2,1
17,2,72,2,3,1,1,4,9,2,0,2,4,2,3,2,4,3,3,1,2,4,1,4,2,1,1,2,2,0
107,0,186,2,1,0,0,2,4,4,5,3,4,2,3,0,0,3,1,2,2,2,4,1,2,3,4,3,3,0
75,0,20,3,3,2,1,6,6,0,1,5,2,0,1,2,2,0,1,0,3,2,0,2,0,3,3,1,2,4
126,4,158,3,0,1,2,6,9,4,3,3,2,1,1,2,1,1,1,2,4,0,0,2,4,1,4,1,1,3
142,4,30,4,0,2,3,2,9,6,5,0,3,4,0,4,3,4,1,4,0,0,0,3,1,1,3,0,2,0
169,2,162,1,3,1,1,1,0,0,3,3,2,1,1,1,1,0,0,1,0,4,0,0,0,3,3,3,3,1
91,0,108,1,2,0,2,5,6,0,1,0,1,4,0,3,4,0,1,0,3,2,3,4,4,3,2,0,3,2
86,2,206,3,3,2,1,1,6,5,0,4,4,2,2,2,0,3,4,1,0,4,4,2,0,4,1,2,4,1
47,0,179,0,0,0,1,6,2,3,1,4,0,0,2,1,0,1,2,2,0,2,2,2,0,2,3,1,4,1
17,0,136,0,1,1,3,8,9,1,4,5,1,1,2,1,0,1,2,4,2,2,0,0,0,1,1,3,4,3
128,0,184,1,2,0,2,6,2,3,3,1,5,4,1,1,3,4,1,2,3,2,2,2,4,3,0,3,0,3
120,3,88,3,3,0,3,3,7,0,0,3,3,0,1,0,0,0,3,1,1,1,0,3,0,3,1,0,2,2
170,4,48,4,2,2,0,4,9,2,3,4,1,1,0,0,1,0,3,0,0,2,4,0,4,2,3,2,0,2
195,1,185,1,1,0,0,5,7,4,3,5,5,0,4,3,1,2,4,3,2,1,4,1,4,3,4,4,3,2
117,0,148,4,3,2,1,2,0,1,1,4,2,2,1,3,3,2,2,4,1,1,1,4,0,4,4,1,3,1
215,2,188,4,0,0,1,7,5,4,3,2,4,2,1,4,4,1,4,1,0,4,0,0,4,1,1,2,3,2
64,2,135,0,0,1,2,8,2,1,4,4,1,4,0,0,2,4,2,4,1,4,3,0,4,4,4,3,3,2
78,4,114,2,0,1,0,2,9,6,0,2,1,3,3,2,3,2,1,0,4,0,4,1,2,1,3,4,3,4
28,1,191,2,1,0,0,0,4,1,4,4,0,3,3,3,0,2,2,0,2,3,4,0,2,1,0,1,2,1
215,2,142,0,3,1,1,5,3,2,3,0,1,1,2,1,1,1,3,0,0,1,0,0,0,3,3,3,0,4
15,1,33,4,3,0,3,8,9,7,3,1,2,3,1,4,0,0,0,1,2,3,2,0,1,0,4,2,1,2
199,0,210,3,1,0,0,9,9,5,3,0,0,2,1,2,4,3,0,2,0,2,1,1,0,3,1,2,3,0
138,4,179,0,1,0,0,6,6,0,3,4,3,3,2,1,2,2,1,0,4,2,4,1,1,1,4,0,2,0
49,4,204,0,1,1,3,9,9,5,0,4,2,0,0,1,2,2,4,2,4,2,2,0,4,1,0,0,1,3
126,4,157,4,0,3,0,1,4,8,2,4,4,1,0,4,0,1,1,0,4,2,2,1,1,3,0,1,3,4
93,3,187,0,2,3,2,2,2,7,3,3,5,2,3,1,2,1,2,0,2,1,3,0,0,4,2,3,2,2
89,4,197,0,3,1,1,0,0,3,0,3,3,0,2,1,0,0,1,3,0,2,0,2,0,3,2,2,1,2
204,1,200,2,0,2,3,6,3,7,3,4,3,3,3,3,0,2,2,0,4,4,0,0,4,0,1,1,4,1
99,4,112,1,2,0,2,9,2,8,5,4,5,2,1,4,1,3,0,2,0,0,1,0,0,0,3,1,3,2
41,1,65,2,3,0,1,6,2,3,3,1,5,4,3,0,4,4,2,1,1,3,1,0,3,3,3,3,3,2
156,2,189,3,2,2,0,5,4,1,4,3,1,3,1,3,0,2,2,4,0,1,4,1,3,4,4,0,0,2
199,0,140,2,1,3,1,2,6,0,4,3,3,2,3,2,1,0,1,1,0,4,1,4,1,1,1,3,4,2
9,2,20,3,0,2,3,6,9,4,5,4,5,2,1,1,1,3,4,0,0,4,2,3,0,2,4,1,4,2
39,3,184,1,2,2,0,0,2,6,3,2,5,4,0,0,0,4,0,1,4,3,4,0,1,2,1,0,2,1
40,1,16,1,1,2,2,2,9,6,4,4,4,0,0,3,2,1,2,0,2,4,3,0,3,1,3,4,2,2
108,4,198,3,3,2,1,1,2,6,3,0,3,3,0,0,3,2,1,1,0,0,2,0,3,4,3,2,2,3
110,0,40,1,2,1,0,2,1,9,4,5,1,1,1,2,3,1,0,0,1,2,2,1,0,2,1,4,4,2
108,4,143,4,3,2,1,8,7,6,3,2,3,0,1,1,0,1,1,1,0,0,0,0,0,1,3,2,2,2
99,4,108,0,3,2,1,7,6,5,0,0,0,1,2,1,1,1,0,2,4,0,1,0,2,1,2,1,1,0
79,3,15,0,2,0,2,7,6,5,0,4,5,1,2,1,2,1,0,0,3,4,0,3,4,3,1,1,1,2
91,0,194,4,0,2,3,4,9,2,5,2,2,1,0,2,2,1,1,3,0,2,0,3,4,4,0,1,4,2
15,1,35,3,0,2,3,0,3,4,0,4,4,2,1,2,3,1,1,1,2,3,0,0,3,0,2,4,3,2
161,0,205,2,2,0,2,6,0,5,0,3,2,4,0,0,2,4,4,2,0,0,2,2,1,3,1,3,2,2
2,4,161,4,2,0,2,5,0,9,3,3,2,1,2,0,1,0,3,4,4,2,3,2,3,3,2,3,0,0
46,1,73,1,1,2,2,2,2,7,4,4,5,4,4,0,0,0,0,3,2,3,0,2,2,1,0,2,0,2
186,3,8,3,1,0,0,4,6,6,2,4,5,0,0,2,1,2,0,1,1,4,4,1,4,1,1,0,0,1
64,2,74,3,0,1,2,9,8,4,3,3,1,3,1,4,3,2,4,1,0,4,2,2,0,1,3,4,4,2
125,3,37,1,0,2,3,7,8,6,3,0,2,2,4,3,1,1,0,0,3,1,0,2,1,1,0,3,4,0
174,2,106,2,2,1,0,1,8,1,4,2,1,3,3,3,2,2,4,0,2,1,4,1,1,4,3,1,3,3
204,1,119,1,1,1,3,2,2,7,0,2,5,3,1,1,0,2,2,0,3,1,0,0,0,1,4,0,2,2
202,2,183,2,3,0,3,1,9,7,4,2,4,1,3,2,1,2,0,0,1,4,0,0,0,1,0,4,3,4
115,4,204,0,1,0,0,5,9,6,5,2,3,3,3,0,3,2,0,4,0,2,2,1,0,1,0,0,2,3
10,4,184,1,2,1,0,2,3,2,4,3,1,3,4,3,0,0,3,1,4,0,3,1,4,3,1,1,0,2
100,2,4,2,0,2,3,6,9,4,3,1,3,4,1,3,4,0,0,1,2,4,0,3,4,2,1,3,2,4
189,1,108,0,2,2,0,2,6,0,1,4,1,4,0,0,0,4,1,3,2,3,2,1,2,4,3,1,4,4
21,4,29,3,2,2,0,5,6,0,0,4,1,4,0,2,0,0,2,1,4,0,2,1,0,3,4,0,1,3
81,2,140,2,1,3,1,9,8,5,2,4,3,4,3,1,0,4,4,0,0,4,0,4,1,3,1,0,4,2
180,2,192,3,0,1,2,2,5,8,0,3,2,4,2,3,0,4,1,2,0,1,2,0,1,4,3,1,0,2
174,2,1,1,1,0,0,9,6,6,1,0,3,1,4,3,2,0,0,0,0,4,4,0,0,4,3,0,2,3
117,0,178,4,1,3,1,6,8,6,5,2,5,1,0,0,4,0,0,4,1,1,0,2,4,4,1,1,4,1
82,0,62,0,0,3,0,5,2,7,5,3,3,1,0,1,0,1,2,3,3,1,4,1,1,4,1,3,3,2
175,1,181,3,1,2,2,5,4,1,3,3,3,0,2,2,0,0,0,4,4,4,3,2,4,3,1,0,4,0
79,3,73,0,2,0,2,1,1,3,1,2,2,2,2,0,4,1,0,4,2,0,2,0,0,2,1,3,0,3
163,1,194,4,2,0,2,0,9,8,0,2,0,0,0,0,2,1,1,2,4,4,3,2,0,0,0,0,2,4
178,4,73,0,1,3,1,2,6,0,1,2,2,2,2,1,4,3,1,0,3,2,0,2,2,4,1,3,4,0
199,0,13,1,0,0,1,3,8,9,3,3,1,3,4,3,3,0,3,0,3,2,0,0,0,1,1,0,2,2
19,0,64,3,0,0,1,8,3,5,3,4,5,0,1,0,2,0,1,2,0,1,0,0,1,2,1,2,3,2
63,3,98,1,2,3,2,8,1,8,3,4,1,1,4,4,4,1,0,0,2,0,0,0,2,0,1,1,2,4
178,4,204,0,0,2,3,6,2,3,3,3,1,3,0,0,0,0,3,3,0,0,2,0,2,2,3,4,1,1
3,2,36,0,1,1,3,5,6,0,1,4,5,4,4,1,4,4,4,0,2,4,0,3,4,0,2,0,0,2
200,4,43,4,0,0,1,0,8,5,3,3,4,3,0,2,0,2,0,0,4,2,4,0,2,1,4,1,4,2
118,1,55,2,2,1,0,2,6,0,4,1,3,2,0,2,4,1,2,0,2,4,2,0,4,1,4,1,4,4
151,1,84,2,0,1,2,0,9,0,5,4,3,0,1,1,0,0,2,3,1,3,0,1,3,3,1,0,2,1
45,2,112,1,0,3,0,5,9,6,4,1,3,2,4,4,4,0,0,0,0,1,2,0,4,3,2,3,4,2
111,3,169,1,0,2,3,9,9,5,4,0,1,0,4,1,2,0,4,0,1,0,2,3,4,0,0,1,2,2
55,0,184,1,0,0,1,5,2,7,3,5,3,1,4,3,1,4,2,3,3,1,0,2,0,2,1,1,0,4
20,2,21,0,2,2,0,9,0,7,3,1,1,0,2,1,0,0,2,0,2,1,4,1,2,4,1,3,1,0
136,2,163,2,2,0,2,6,6,0,0,2,4,2,1,2,2,3,0,0,2,4,3,0,3,3,0,2,2,2
104,0,104,3,1,3,1,1,4,8,0,2,1,3,1,4,0,1,2,0,0,2,4,0,1,3,2,1,0,2
210,4,212,2,3,3,3,6,4,9,3,1,3,2,3,0,1,3,0,0,0,2,2,0,0,1,0,0,0,2
187,0,143,4,1,0,0,6,6,0,4,3,1,3,0,0,3,2,0,0,3,1,2,0,1,4,4,0,4,3
199,0,147,3,0,3,0,1,9,7,1,2,2,2,1,0,4,3,0,0,3,2,3,0,0,0,0,1,0,3
210,4,71,1,3,2,1,3,8,9,3,2,5,4,1,4,4,4,3,4,4,0,4,4,1,4,2,4,1,1
62,0,75,0,1,0,0,1,8,1,3,1,3,2,2,1,4,1,2,4,3,1,2,1,4,1,1,3,2,3
134,0,62,0,3,0,3,2,4,4,3,1,1,0,2,0,1,0,0,1,3,2,2,0,0,3,1,1,2,4
17,2,1,1,2,2,0,0,2,6,5,4,4,3,0,3,3,1,0,0,0,1,3,1,1,3,4,3,4,1
164,2,198,2,2,0,2,0,9,8,5,2,2,1,0,2,2,0,0,2,0,3,3,2,4,4,0,4,4,3
147,3,134,4,3,2,1,6,5,1,1,2,2,2,0,1,1,3,3,0,4,0,0,0,0,3,1,3,4,4
147,3,142,0,1,0,0,0,2,6,3,1,1,0,0,1,2,1,1,0,2,1,4,0,4,4,4,4,2,1
6,0,13,1,1,3,1,0,6,7,1,1,5,2,1,1,0,3,2,0,3,1,0,0,1,1,1,3,2,0
90,1,86,0,2,2,0,0,0,3,5,4,1,1,2,0,2,0,3,1,3,0,4,1,1,3,3,1,2,2
56,1,147,3,3,2,1,5,4,3,4,4,5,4,1,0,3,0,0,3,0,4,1,2,0,3,1,3,0,1
62,0,64,3,3,2,1,8,6,4,4,1,1,4,1,2,0,1,1,1,3,1,0,0,1,0,4,0,3,3
138,4,190,1,0,1,2,3,7,0,3,1,3,2,1,2,1,1,2,1,4,2,3,0,4,0,1,2,3,2
159,1,153,1,2,1,0,1,8,1,0,3,1,1,4,3,1,0,2,4,4,1,2,1,1,4,1,2,3,1
145,1,175,3,3,1,1,9,6,6,4,2,4,1,0,0,1,1,0,4,3,1,4,2,0,1,4,3,4,4
139,1,6,0,0,0,0,0,0,3,5,5,1,3,2,0,3,2,0,2,2,3,2,0,3,0,1,3,3,1
169,2,203,3,0,2,3,5,2,7,0,3,2,4,0,0,4,4,0,1,0,0,0,0,0,2,0,0,2,2
28,1,149,1,1,3,1,0,8,5,3,2,3,0,4,3,1,1,0,2,1,3,0,0,4,4,1,1,3,0
68,4,21,2,1,0,0,5,9,6,0,4,2,0,0,0,2,0,0,0,2,0,2,1,4,1,3,0,4,4
211,0,165,4,2,1,0,5,9,6,3,0,2,2,3,4,4,1,0,0,1,4,4,0,1,0,4,0,1,1
188,2,145,0,2,0,2,0,9,8,0,1,1,4,2,1,0,3,0,0,2,4,2,0,0,4,4,2,0,1
167,1,7,4,2,1,0,6,6,0,2,4,1,3,1,4,3,2,1,1,4,4,0,1,3,3,1,2,3,2
7,1,28,0,3,1,1,6,9,4,1,2,0,4,4,0,0,4,0,1,2,1,0,0,0,4,4,4,0,0
28,1,157,4,3,1,1,9,6,6,1,4,4,3,3,4,3,2,0,1,2,1,4,4,1,1,3,1,2,2
28,1,15,3,2,0,2,5,5,8,2,5,3,0,0,2,4,1,1,0,2,1,3,1,3,3,1,2,4,2
8,3,129,3,1,1,3,6,2,3,4,1,3,2,1,0,4,3,4,4,1,1,0,0,1,3,0,0,1,1
97,3,6,0,2,0,2,4,7,9,3,2,4,2,0,1,4,0,3,4,2,1,0,2,0,4,1,0,4,2
174,2,20,3,2,2,0,1,9,7,5,4,3,0,2,2,1,0,2,1,1,1,4,0,4,2,4,3,2,2
64,2,201,1,2,2,0,2,2,0,3,5,1,4,1,1,4,4,2,1,3,4,4,0,1,4,1,0,2,3
85,1,184,1,0,0,0,0,9,8,3,0,1,1,1,2,2,1,4,0,2,4,0,1,1,3,3,0,3,3
